ID,PT_LIST,SeqId,Target,TargetFullName,UniProt,ENTREZ_GENE_ID_LIST,EntrezGeneSymbol,SPOT_ID
SL002525,11.85856386,,,,,,,
SL007284,8.677367292,,,,,,,
SL010372,8.368069877,,,,,,,
SL000658,10.05731488,,,,,,,
SL012783,9.90478513,,,,,,,
SL002695,10.44035012,,,,,,,
SL008759,14.45786178,,,,,,,
SL000678,11.50536498,,,,,,,
SL008023,10.81442225,,,,,,,
SL007122,11.55031391,,,,,,,
SL008639,13.20765497,,,,,,,
SL003916,13.09934781,,,,,,,
SL003918,11.05717947,,,,,,,
SL003863,7.581200582,,,,,,,
SL010393,11.21097568,,,,,,,
SL007100,10.6956633,,,,,,,
SL008904,9.121792506,,,,,,,
SL006992,9.173427297,,,,,,,
SL005437,8.299208018,,,,,,,
SL010374,11.50710087,,,,,,,
SL010375,12.4540422,,,,,,,
SL000640,12.43593065,,,,,,,
SL006397,9.380893917,,,,,,,
SL005797,13.42459935,,,,,,,
SL004457,10.94712551,,,,,,,
SL000158,11.57123121,,,,,,,
SL010378,12.81291932,,,,,,,
SL003770,10.63517395,,,,,,,
SL010379,10.87252098,,,,,,,
SL004118,13.0528567,,,,,,,
SL010390,10.43546191,,,,,,,
SL010391,12.54595389,,,,,,,
SL004661,9.979996729,,,,,,,
SL006803,9.120756273,,,,,,,
SL006544,14.24382109,,,,,,,
SL007804,11.81237789,,,,,,,
SL000310,12.65037864,,,,,,,
SL010449,9.936048964,,,,,,,
SL008773,12.28606677,,,,,,,
SL002706,12.179256,,,,,,,
SL010450,9.461274795,,,,,,,
SL006108,12.7837963,,,,,,,
SL010451,11.7135154,,,,,,,
SL008623,10.38758657,,,,,,,
SL010454,11.9808893,,,,,,,
SL010455,9.369597346,,,,,,,
SL007049,10.73225224,,,,,,,
SL004438,11.63049466,,,,,,,
SL010457,9.495255445,,,,,,,
SL017613,11.06582001,,,,,,,
SL008609,10.79474076,,,,,,,
SL010461,10.21407622,,,,,,,
SL006542,10.64385619,,,,,,,
SL004858,10.03259679,,,,,,,
SL010463,10.55420511,,,,,,,
SL004466,13.15567208,,,,,,,
SL004860,12.62223489,,,,,,,
SL005087,14.65833423,,,,,,,
SL007385,9.140062856,,,,,,,
SL010464,13.27804284,,,,,,,
SL004610,11.45768868,,,,,,,
SL007674,12.19213867,,,,,,,
SL010465,13.47623991,,,,,,,
SL004805,12.2467406,,,,,,,
SL007673,10.60668281,,,,,,,
SL004515,9.507596454,,,,,,,
SL010468,10.66257937,,,,,,,
SL010469,13.35415294,,,,,,,
SL001998,14.59891902,,,,,,,
SL007206,14.60380018,,,,,,,
SL007207,8.672425342,,,,,,,
SL006892,9.891631833,,,,,,,
SL005574,10.93678515,,,,,,,
SL000272,16.30292268,,,,,,,
SL010520,10.33773339,,,,,,,
SL002792,14.3718515,,,,,,,
SL003994,11.14236238,,,,,,,
SL010491,11.33472022,,,,,,,
SL010492,12.73785996,,,,,,,
SL010288,13.57727539,,,,,,,
SL004868,9.215533,,,,,,,
SL010495,11.07875125,,,,,,,
SL010496,10.69766263,,,,,,,
SL010522,11.1210154,,,,,,,
SL003726,8.655351829,,,,,,,
SL010610,7.70528679,,,,,,,
SL009400,11.21146248,,,,,,,
SL004781,14.32093449,,,,,,,
SL006910,12.38010928,,,,,,,
SL010612,12.94474866,,,,,,,
SL006550,14.34659684,,,,,,,
SL006777,15.15530446,,,,,,,
SL004654,7.938403424,,,,,,,
SL010499,8.538770938,,,,,,,
SL010613,8.917670434,,,,,,,
SL000064,10.16967451,,,,,,,
SL007228,12.1842245,,,,,,,
SL010500,15.65825891,,,,,,,
SL010508,10.91034292,,,,,,,
SL010510,9.832573599,,,,,,,
SL000550,15.79672154,,,,,,,
SL010512,10.5740258,,,,,,,
SL007250,11.30714387,,,,,,,
SL017614,13.12979817,,,,,,,
SL005258,8.017921908,,,,,,,
SL000565,11.09638573,,,,,,,
SL010616,13.97155253,,,,,,,
SL007560,10.83415498,,,,,,,
SL007747,10.14720492,,,,,,,
SL005261,10.52081509,,,,,,,
SL010617,9.720244258,,,,,,,
SL010619,8.338959175,,,,,,,
SL010529,15.19056162,,,,,,,
SL000104,11.49105138,,,,,,,
SL003703,11.03383593,,,,,,,
SL006374,9.482606308,,,,,,,
SL004660,11.90365594,,,,,,,
SL010521,14.55105333,,,,,,,
SL010490,12.15886211,,,,,,,
SL010493,14.5570867,,,,,,,
SL004869,13.26627413,,,,,,,
SL004635,11.46908213,,,,,,,
SL010494,9.938109326,,,,,,,
SL005250,10.13506795,,,,,,,
SL007324,9.812337774,,,,,,,
SL004137,12.18855794,,,,,,,
SL010498,7.633721813,,,,,,,
SL010349,11.27076252,,,,,,,
SL010348,16.62903638,,,,,,,
SL004636,12.66469171,,,,,,,
SL009324,15.04979751,,,,,,,
SL004298,11.74706006,,,,,,,
SL017188,15.23333881,,,,,,,
SL010523,9.997744026,,,,,,,
SL004151,12.18806335,,,,,,,
SL004152,13.94633976,,,,,,,
SL000039,9.98783245,,,,,,,
SL004125,12.38807112,,,,,,,
SL004876,15.1647027,,,,,,,
SL001797,11.96275144,,,,,,,
SL006916,9.892694591,,,,,,,
SL006917,13.68032655,,,,,,,
SL005084,11.46393301,,,,,,,
SL004155,12.00277986,,,,,,,
SL009089,11.55108337,,,,,,,
SL010513,12.23296049,,,,,,,
SL010515,11.24174486,,,,,,,
SL001945,15.18135417,,,,,,,
SL010517,11.43790809,,,,,,,
SL000582,10.13159977,,,,,,,
SL005224,8.37286506,,,,,,,
SL002705,10.76113565,,,,,,,
SL005225,11.7808678,,,,,,,
SL006480,11.43780408,,,,,,,
SL008122,13.27025152,,,,,,,
SL011073,13.72152646,,,,,,,
SL000271,13.81236786,,,,,,,
SL000283,10.11243951,,,,,,,
SL000299,7.937815169,,,,,,,
SL003167,15.08092576,,,,,,,
SL000342,14.19048832,,,,,,,
SL004331,8.817942968,,,,,,,
SL000408,8.726558779,,,,,,,
SL004335,8.01346226,,,,,,,
SL003172,12.10010381,,,,,,,
SL002075,7.183883459,,,,,,,
SL001713,8.266318057,,,,,,,
SL004350,7.579693063,,,,,,,
SL003179,11.08759544,,,,,,,
SL004536,12.083712,,,,,,,
SL000507,7.6387979,,,,,,,
SL000508,11.33349082,,,,,,,
SL003187,10.38952379,,,,,,,
SL003190,13.42673649,,,,,,,
SL004008,12.15753642,,,,,,,
SL004712,11.71604776,,,,,,,
SL004015,14.2497579,,,,,,,
SL003196,10.79002261,,,,,,,
SL000089,9.03562391,,,,,,,
SL000589,9.632449995,,,,,,,
SL000615,9.743992861,,,,,,,
SL003862,9.482404631,,,,,,,
SL004367,14.8349697,,,,,,,
SL009216,8.201143732,,,,,,,
SL004258,10.28146644,,,,,,,
SL000249,9.751878752,,,,,,,
SL000251,10.8621724,,,,,,,
SL005392,10.7967697,,,,,,,
SL009341,12.86197862,,,,,,,
SL007056,13.2062818,,,,,,,
SL000311,13.28797204,,,,,,,
SL004865,10.34062903,,,,,,,
SL010489,12.68205091,,,,,,,
SL003711,14.540909,,,,,,,
SL007121,8.716648008,,,,,,,
SL006029,10.78234303,,,,,,,
SL008936,13.37688507,,,,,,,
SL007640,11.19247776,,,,,,,
SL006694,14.04736252,,,,,,,
SL011049,12.54370853,,,,,,,
SL004120,12.10937362,,,,,,,
SL009412,11.5573201,,,,,,,
SL008916,11.67864415,,,,,,,
SL004060,12.89722151,,,,,,,
SL004845,14.49792666,,,,,,,
SL010462,11.09440763,,,,,,,
SL008504,11.52777021,,,,,,,
SL006512,11.44641133,,,,,,,
SL007806,9.736909238,,,,,,,
SL008909,12.30495018,,,,,,,
SL007059,13.70249739,,,,,,,
SL011069,13.41067659,,,,,,,
SL010376,10.5908677,,,,,,,
SL010501,11.52483551,,,,,,,
SL006805,10.64790807,,,,,,,
SL004804,11.29846358,,,,,,,
SL008193,12.57085186,,,,,,,
SL005491,11.71450312,,,,,,,
SL010530,10.85961243,,,,,,,
SL007327,11.68846888,,,,,,,
SL005263,10.76395925,,,,,,,
SL000566,9.837627933,,,,,,,
SL008588,13.38844788,,,,,,,
SL010381,12.32656993,,,,,,,
SL010518,12.12580089,,,,,,,
SL018625,12.03018432,,,,,,,
SL003201,13.4888318,,,,,,,
SL007531,8.464749939,,,,,,,
SL004864,10.2577414,,,,,,,
SL004720,13.18180449,,,,,,,
SL007471,10.75455351,,,,,,,
SL006830,10.66968232,,,,,,,
SL003679,15.38958093,,,,,,,
SL003919,12.77707034,,,,,,,
SL004580,9.787249608,,,,,,,
SL010466,10.62890115,,,,,,,
SL000467,14.36084023,,,,,,,
SL000254,13.29154485,,,,,,,
SL000252,14.10166386,,,,,,,
SL000617,13.10044881,,,,,,,
SL000268,14.40655049,,,,,,,
SL000382,8.936343481,,,,,,,
SL000458,9.114262901,,,,,,,
SL000076,11.18902147,,,,,,,
SL002517,8.894211462,,,,,,,
SL000306,9.348728154,,,,,,,
SL003970,8.477758266,,,,,,,
SL011509,10.28540222,,,,,,,
SL000570,8.101187815,,,,,,,
SL011510,9.400025518,,,,,,,
SL011448,9.36303963,,,,,,,
SL003993,11.09836113,,,,,,,
SL000346,11.47314764,,,,,,,
SL002684,10.96945847,,,,,,,
SL000542,11.62278397,,,,,,,
SL000481,12.84868162,,,,,,,
SL000645,9.218199944,,,,,,,
SL003974,9.727239777,,,,,,,
SL000027,9.739274312,,,,,,,
SL004304,9.498051366,,,,,,,
SL003200,11.53099149,,,,,,,
SL004642,9.846744023,,,,,,,
SL007642,14.22814979,,,,,,,
SL000638,11.16622586,,,,,,,
SL005508,11.56448297,,,,,,,
SL004867,11.54317686,,,,,,,
SL000377,9.383272283,,,,,,,
SL007888,8.192785959,,,,,,,
SL008382,12.64173567,,,,,,,
SL007403,9.332707934,,,,,,,
SL010458,9.216503368,,,,,,,
SL004844,9.897694222,,,,,,,
SL007651,8.816343705,,,,,,,
SL003990,9.070925945,,,,,,,
SL004063,9.918416052,,,,,,,
SL006912,8.400025518,,,,,,,
SL002086,11.01666902,,,,,,,
SL006913,13.27165269,,,,,,,
SL007423,12.28166928,,,,,,,
SL007620,10.01736521,,,,,,,
SL007358,11.48909532,,,,,,,
SL010503,13.56090598,,,,,,,
SL010504,10.35259523,,,,,,,
SL004765,11.12192198,,,,,,,
SL010505,8.948075158,,,,,,,
SL010502,11.56152662,,,,,,,
SL010509,14.52259379,,,,,,,
SL011071,8.806388508,,,,,,,
SL003761,10.61489385,,,,,,,
SL010514,10.54061241,,,,,,,
SL010467,14.99242945,,,,,,,
SL004492,10.23338001,,,,,,,
SL010528,12.70362245,,,,,,,
SL011629,12.8433715,,,,,,,
SL004823,17.10783619,,,,,,,
SL011530,11.7417619,,,,,,,
SL011532,12.36240961,,,,,,,
SL003785,17.13736143,,,,,,,
SL000449,9.627351484,,,,,,,
SL008102,15.50956163,,,,,,,
SL011631,14.57790084,,,,,,,
SL004919,11.78438947,,,,,,,
SL008063,12.18846522,,,,,,,
SL010973,10.43431547,,,,,,,
SL005630,11.02215972,,,,,,,
SL011528,10.79563384,,,,,,,
SL006919,8.666756592,,,,,,,
SL011529,14.47387061,,,,,,,
SL011630,12.29823444,,,,,,,
SL011533,11.77416934,,,,,,,
SL005679,15.12049305,,,,,,,
SL000588,11.20163386,,,,,,,
SL008157,13.09449011,,,,,,,
SL011549,11.02292259,,,,,,,
SL008835,8.514911265,,,,,,,
SL004938,9.716648008,,,,,,,
SL011232,10.48703608,,,,,,,
SL003753,10.83526092,,,,,,,
SL005685,11.86943962,,,,,,,
SL005687,15.92413051,,,,,,,
SL009431,9.618936044,,,,,,,
SL010927,14.38838733,,,,,,,
SL009628,14.37023104,,,,,,,
SL006132,11.28742381,,,,,,,
SL000493,10.87390546,,,,,,,
SL009629,9.348728154,,,,,,,
SL010328,10.24329301,,,,,,,
SL001905,10.19167615,,,,,,,
SL005629,10.92577695,,,,,,,
SL004820,16.84361931,,,,,,,
SL011709,13.13327067,,,,,,,
SL007266,8.923624611,,,,,,,
SL008808,12.76123956,,,,,,,
SL005372,15.0100385,,,,,,,
SL008143,13.69603295,,,,,,,
SL004119,9.788228924,,,,,,,
SL003171,8.784634846,,,,,,,
SL000451,13.52737926,,,,,,,
SL003680,8.640244936,,,,,,,
SL004511,11.835024,,,,,,,
SL000322,16.05017601,,,,,,,
SL003104,9.743319727,,,,,,,
SL000414,15.51139749,,,,,,,
SL004340,10.96607279,,,,,,,
SL000426,14.54921311,,,,,,,
SL000674,10.69244115,,,,,,,
SL004068,8.83194056,,,,,,,
SL000138,8.562242424,,,,,,,
SL000461,14.65513936,,,,,,,
SL004353,9.868205227,,,,,,,
SL004351,9.378078056,,,,,,,
SL004346,8.091699834,,,,,,,
SL001943,13.7655969,,,,,,,
SL000483,9.597680144,,,,,,,
SL003183,12.99509581,,,,,,,
SL003186,8.825912799,,,,,,,
SL000517,9.012624539,,,,,,,
SL004359,8.947783026,,,,,,,
SL004360,8.063395081,,,,,,,
SL002755,17.41912571,,,,,,,
SL000537,14.98166538,,,,,,,
SL000540,9.502235115,,,,,,,
SL000541,11.96827079,,,,,,,
SL000545,15.45581523,,,,,,,
SL000560,14.16071445,,,,,,,
SL003198,14.0405894,,,,,,,
SL000088,8.551516018,,,,,,,
SL000586,11.36320394,,,,,,,
SL000613,14.46367124,,,,,,,
SL000415,16.01985348,,,,,,,
SL000124,11.59269062,,,,,,,
SL000601,17.38698654,,,,,,,
SL002093,7.674545394,,,,,,,
SL000587,7.506208389,,,,,,,
SL017611,14.66429172,,,,,,,
SL008378,9.228578221,,,,,,,
SL000247,14.34941946,,,,,,,
SL003658,13.03283782,,,,,,,
SL008039,13.05117495,,,,,,,
SL011769,7.808642468,,,,,,,
SL004920,14.80608637,,,,,,,
SL004757,16.51604316,,,,,,,
SL009207,9.037821465,,,,,,,
SL012188,10.66906221,,,,,,,
SL004795,10.56443533,,,,,,,
SL005588,10.28169825,,,,,,,
SL007022,11.33784487,,,,,,,
SL004899,6.896029603,,,,,,,
SL011211,13.16336664,,,,,,,
SL003304,12.4877898,,,,,,,
SL004146,11.63108609,,,,,,,
SL011770,11.7819334,,,,,,,
SL012168,9.794415866,,,,,,,
SL002650,15.72479627,,,,,,,
SL001999,8.099084761,,,,,,,
SL004154,9.03919324,,,,,,,
SL004921,15.49547095,,,,,,,
SL006268,12.08636847,,,,,,,
SL003687,14.50267023,,,,,,,
SL011768,9.747185967,,,,,,,
SL008331,13.23367959,,,,,,,
SL005493,8.298291731,,,,,,,
SL011772,9.758722907,,,,,,,
SL006705,9.725536678,,,,,,,
SL000539,15.49215363,,,,,,,
SL005358,13.64731226,,,,,,,
SL004901,8.099084761,,,,,,,
SL008865,9.648717087,,,,,,,
SL005034,10.87644021,,,,,,,
SL011535,9.784634846,,,,,,,
SL011202,13.74746922,,,,,,,
SL006088,14.44588134,,,,,,,
SL005115,10.24376903,,,,,,,
SL000057,9.706323333,,,,,,,
SL006698,7.993221467,,,,,,,
SL003655,16.05547098,,,,,,,
SL004812,14.34074028,,,,,,,
SL011809,13.54576088,,,,,,,
SL004940,14.11099707,,,,,,,
SL013489,10.64132926,,,,,,,
SL008516,12.97835296,,,,,,,
SL013490,11.21352955,,,,,,,
SL000062,9.157852169,,,,,,,
SL013488,14.16201361,,,,,,,
SL000572,12.5892532,,,,,,,
SL000051,16.70444405,,,,,,,
SL002922,12.69442319,,,,,,,
SL007752,11.80996905,,,,,,,
SL013570,11.02222909,,,,,,,
SL000305,9.312202278,,,,,,,
SL004837,8.295080133,,,,,,,
SL007003,10.96202839,,,,,,,
SL005161,8.115303806,,,,,,,
SL004334,12.23323019,,,,,,,
SL014308,10.28424575,,,,,,,
SL004348,10.13493964,,,,,,,
SL004349,8.440869168,,,,,,,
SL005202,12.66180036,,,,,,,
SL001888,15.07575072,,,,,,,
SL004484,13.23345491,,,,,,,
SL009988,10.60723783,,,,,,,
SL003674,10.8008999,,,,,,,
SL013988,9.280538807,,,,,,,
SL014130,8.330916878,,,,,,,
SL006713,12.09892033,,,,,,,
SL009045,13.74017076,,,,,,,
SL014093,11.06231603,,,,,,,
SL014028,12.16845275,,,,,,,
SL014088,9.792627636,,,,,,,
SL007024,10.65060302,,,,,,,
SL009791,11.25467435,,,,,,,
SL014096,7.637349411,,,,,,,
SL014108,8.318316841,,,,,,,
SL006523,10.1091777,,,,,,,
SL014069,11.319785,,,,,,,
SL006998,12.16820201,,,,,,,
SL013754,10.56567333,,,,,,,
SL001753,7.482202926,,,,,,,
SL005488,13.16746519,,,,,,,
SL014029,9.254556252,,,,,,,
SL007502,12.29019168,,,,,,,
SL008945,8.305149746,,,,,,,
SL004908,10.9098181,,,,,,,
SL004070,10.39735376,,,,,,,
SL010519,12.36276574,,,,,,,
SL000308,13.08429352,,,,,,,
SL000314,17.68614348,,,,,,,
SL000316,16.77991937,,,,,,,
SL000321,10.14669595,,,,,,,
SL001691,11.54718374,,,,,,,
SL005187,10.68571243,,,,,,,
SL005188,10.32811389,,,,,,,
SL000470,9.800576389,,,,,,,
SL005184,8.434211203,,,,,,,
SL017189,15.80070782,,,,,,,
SL000522,10.72843075,,,,,,,
SL003764,12.67738932,,,,,,,
SL000535,13.11536884,,,,,,,
SL004363,11.56176526,,,,,,,
SL012740,9.207990433,,,,,,,
SL012822,12.33993349,,,,,,,
SL008644,12.74531718,,,,,,,
SL009768,9.240791332,,,,,,,
SL014092,12.82466047,,,,,,,
SL001896,10.08719762,,,,,,,
SL014048,9.970249721,,,,,,,
SL004708,15.00267879,,,,,,,
SL006197,9.886915896,,,,,,,
SL008822,8.761551232,,,,,,,
SL014071,10.85494628,,,,,,,
SL005575,9.198936088,,,,,,,
SL014008,13.07704935,,,,,,,
SL014094,10.11608399,,,,,,,
SL014129,10.2337395,,,,,,,
SL014009,9.900112063,,,,,,,
SL013548,9.503030646,,,,,,,
SL014111,8.509379149,,,,,,,
SL013969,10.83423401,,,,,,,
SL004299,8.460660665,,,,,,,
SL012457,15.3850636,,,,,,,
SL012108,9.77148947,,,,,,,
SL006406,10.1204971,,,,,,,
SL013989,9.139807127,,,,,,,
SL014468,12.58833986,,,,,,,
SL014070,13.49629207,,,,,,,
SL014091,9.891935558,,,,,,,
SL011499,10.45584091,,,,,,,
SL011508,10.66977089,,,,,,,
SL011498,9.545543712,,,,,,,
SL000087,8.886001351,,,,,,,
SL008085,10.60334816,,,,,,,
SL001774,11.53308634,,,,,,,
SL001726,9.287250643,,,,,,,
SL000597,9.447703162,,,,,,,
SL010830,13.53447312,,,,,,,
SL004253,11.42238019,,,,,,,
SL005361,12.13865579,,,,,,,
SL000479,11.33745466,,,,,,,
SL007869,12.17264627,,,,,,,
SL003524,14.10800165,,,,,,,
SL006119,16.349378,,,,,,,
SL004742,15.18130758,,,,,,,
SL008590,7.525912261,,,,,,,
SL012754,13.15632013,,,,,,,
SL016129,11.53809191,,,,,,,
SL005572,10.09921629,,,,,,,
SL000347,9.381975479,,,,,,,
SL007871,13.39446269,,,,,,,
SL016148,10.11387237,,,,,,,
SL007153,12.15279185,,,,,,,
SL008072,12.74640935,,,,,,,
SL004739,14.36177247,,,,,,,
SL016128,12.07048996,,,,,,,
SL001737,9.977279923,,,,,,,
SL002823,12.31475316,,,,,,,
SL004156,10.10289429,,,,,,,
SL002654,11.64390127,,,,,,,
SL001729,11.22442381,,,,,,,
SL000070,15.41313205,,,,,,,
SL000125,9.428150768,,,,,,,
SL004080,8.632995197,,,,,,,
SL004133,9.535275377,,,,,,,
SL004160,8.745842363,,,,,,,
SL003310,9.956666555,,,,,,,
SL000003,11.99541385,,,,,,,
SL003362,9.141340821,,,,,,,
SL000357,14.1874526,,,,,,,
SL000360,13.32887124,,,,,,,
SL007756,10.5658637,,,,,,,
SL000021,7.746178381,,,,,,,
SL000516,10.27914624,,,,,,,
SL009951,8.53099149,,,,,,,
SL003461,8.762548143,,,,,,,
SL000433,9.490850877,,,,,,,
SL000313,9.673132372,,,,,,,
SL003657,11.88794407,,,,,,,
SL003710,8.273329387,,,,,,,
SL004814,12.03957025,,,,,,,
SL000622,14.19434134,,,,,,,
SL000022,14.4370563,,,,,,,
SL004482,10.6339942,,,,,,,
SL005167,8.588339861,,,,,,,
SL004064,9.498649788,,,,,,,
SL003643,13.83046569,,,,,,,
SL000280,13.31446995,,,,,,,
SL003300,16.42135974,,,,,,,
SL001766,18.01891952,,,,,,,
SL000836,11.59665567,,,,,,,
SL000460,11.16898544,,,,,,,
SL003182,10.65418847,,,,,,,
SL004714,8.808642468,,,,,,,
SL000510,15.23228226,,,,,,,
SL003189,9.220378328,,,,,,,
SL005201,14.28835424,,,,,,,
SL000521,10.82646904,,,,,,,
SL000523,9.623515741,,,,,,,
SL005102,14.79288686,,,,,,,
SL005789,10.98953642,,,,,,,
SL000024,11.49984589,,,,,,,
SL000139,11.73297294,,,,,,,
SL004605,11.8631409,,,,,,,
SL004925,10.17292749,,,,,,,
SL004208,13.77719366,,,,,,,
SL004209,12.60432156,,,,,,,
SL012538,11.29989485,,,,,,,
SL011708,11.33315535,,,,,,,
SL007729,16.43503699,,,,,,,
SL005675,11.25065372,,,,,,,
SL008177,13.89222973,,,,,,,
SL008099,11.23367959,,,,,,,
SL004866,14.49011129,,,,,,,
SL000339,8.057991723,,,,,,,
SL008380,12.21965257,,,,,,,
SL003728,8.519243094,,,,,,,
SL013240,14.22347384,,,,,,,
SL011628,11.8847429,,,,,,,
SL008178,10.83526092,,,,,,,
SL008709,9.875595783,,,,,,,
SL004458,13.68163374,,,,,,,
SL003522,12.65004199,,,,,,,
SL006378,13.98974928,,,,,,,
SL005352,10.7583898,,,,,,,
SL012248,8.193771743,,,,,,,
SL010373,7.662490364,,,,,,,
SL002036,11.24840201,,,,,,,
SL003341,16.40816884,,,,,,,
SL006460,10.10643208,,,,,,,
SL012469,9.895575282,,,,,,,
SL007173,15.33996132,,,,,,,
SL000670,7.528258743,,,,,,,
SL002756,8.243173983,,,,,,,
SL003930,11.66471393,,,,,,,
SL006448,9.012065788,,,,,,,
SL011616,9.274960472,,,,,,,
SL007025,14.24644372,,,,,,,
SL006522,10.21164499,,,,,,,
SL001973,14.476955,,,,,,,
SL002646,9.677367292,,,,,,,
SL007453,9.510566389,,,,,,,
SL007281,10.43118417,,,,,,,
SL006993,9.1017131,,,,,,,
SL006920,11.79413152,,,,,,,
SL001815,15.60994052,,,,,,,
SL005846,11.39043769,,,,,,,
SL003685,10.55238091,,,,,,,
SL004296,15.4441543,,,,,,,
SL004915,13.99843177,,,,,,,
SL006091,10.99109663,,,,,,,
SL003440,9.290710069,,,,,,,
SL008933,9.208234358,,,,,,,
SL004932,9.278914019,,,,,,,
SL005694,10.02139644,,,,,,,
SL002803,11.92918442,,,,,,,
SL003653,13.63441403,,,,,,,
SL004914,15.17787109,,,,,,,
SL008176,11.32850664,,,,,,,
SL009792,12.64853735,,,,,,,
SL002522,11.33270793,,,,,,,
SL008059,8.211888295,,,,,,,
SL005764,11.92068781,,,,,,,
SL006528,9.574404309,,,,,,,
SL006629,13.13559707,,,,,,,
SL008190,8.309248961,,,,,,,
SL009868,8.365447589,,,,,,,
SL004737,9.882948673,,,,,,,
SL010388,10.11230918,,,,,,,
SL000142,8.631904587,,,,,,,
SL004782,9.984276034,,,,,,,
SL007464,16.74260549,,,,,,,
SL004852,11.89466621,,,,,,,
SL004853,12.1145232,,,,,,,
SL011100,10.61296062,,,,,,,
SL014270,10.65069277,,,,,,,
SL014208,9.984276034,,,,,,,
SL004556,11.5452541,,,,,,,
SL003739,9.510170751,,,,,,,
SL004857,15.36727823,,,,,,,
SL004791,12.64597359,,,,,,,
SL014294,8.904183003,,,,,,,
SL007179,14.37843711,,,,,,,
SL008414,11.09420967,,,,,,,
SL004859,9.877437522,,,,,,,
SL007429,11.75129299,,,,,,,
SL004849,9.886915896,,,,,,,
SL005174,11.20322563,,,,,,,
SL005181,7.981281854,,,,,,,
SL005183,11.98434725,,,,,,,
SL005185,12.05931066,,,,,,,
SL005189,8.843292973,,,,,,,
SL005190,10.74886371,,,,,,,
SL005191,13.26441328,,,,,,,
SL007328,10.7228929,,,,,,,
SL007774,10.58880831,,,,,,,
SL009202,9.181649224,,,,,,,
SL012698,10.58759002,,,,,,,
SL014269,8.649974651,,,,,,,
SL014289,9.403864177,,,,,,,
SL014209,10.40652392,,,,,,,
SL005195,12.6720938,,,,,,,
SL005197,8.537606691,,,,,,,
SL005200,9.767853393,,,,,,,
SL014288,10.65391987,,,,,,,
SL005207,12.15519772,,,,,,,
SL005208,11.76793613,,,,,,,
SL007356,9.365228849,,,,,,,
SL005703,14.23074851,,,,,,,
SL005209,8.875595783,,,,,,,
SL005210,14.38131312,,,,,,,
SL009054,9.308566567,,,,,,,
SL008728,9.81682367,,,,,,,
SL014268,11.70524358,,,,,,,
SL005212,11.39644423,,,,,,,
SL005213,10.29209152,,,,,,,
SL007680,11.95394178,,,,,,,
SL014148,8.212374788,,,,,,,
SL008309,15.28324755,,,,,,,
SL005214,14.4109614,,,,,,,
SL005169,8.799929151,,,,,,,
SL014292,12.7091269,,,,,,,
SL014228,9.234098898,,,,,,,
SL005221,13.43182403,,,,,,,
SL005222,8.744161096,,,,,,,
SL004863,10.17816685,,,,,,,
SL005223,10.20908777,,,,,,,
SL002078,13.83500426,,,,,,,
SL007547,13.61112857,,,,,,,
SL004366,8.676309727,,,,,,,
SL005230,11.9441996,,,,,,,
SL005231,7.047669251,,,,,,,
SL011406,8.979853867,,,,,,,
SL016548,9.181649224,,,,,,,
SL002542,10.31413003,,,,,,,
SL006476,13.21465304,,,,,,,
SL016554,9.308794067,,,,,,,
SL007373,11.60478486,,,,,,,
SL005308,8.969530424,,,,,,,
SL015728,9.751878752,,,,,,,
SL016550,13.86621641,,,,,,,
SL016551,9.803808235,,,,,,,
SL006921,11.85061661,,,,,,,
SL006189,10.77082905,,,,,,,
SL014735,11.92751873,,,,,,,
SL016557,8.411934625,,,,,,,
SL012707,9.126446365,,,,,,,
SL007145,8.902676587,,,,,,,
SL013928,11.57127862,,,,,,,
SL007237,12.99878433,,,,,,,
SL004716,11.32406801,,,,,,,
SL016549,13.43768706,,,,,,,
SL005730,12.92768538,,,,,,,
SL005793,13.57232127,,,,,,,
SL016566,12.86764555,,,,,,,
SL010928,11.90309101,,,,,,,
SL016555,12.178447,,,,,,,
SL016553,11.07038933,,,,,,,
SL011404,10.75062325,,,,,,,
SL011405,15.73894196,,,,,,,
SL016567,11.71041902,,,,,,,
SL007181,13.74140378,,,,,,,
SL010488,10.85167097,,,,,,,
SL014470,10.97806689,,,,,,,
SL003520,11.19856782,,,,,,,
SL005725,9.985130373,,,,,,,
SL003331,10.21444055,,,,,,,
SL014469,14.61133032,,,,,,,
SL016563,9.701133155,,,,,,,
SL000406,11.86120325,,,,,,,
SL004400,13.67694877,,,,,,,
SL000401,9.004782263,,,,,,,
SL000277,17.25599302,,,,,,,
SL000558,16.97499259,,,,,,,
SL007195,10.45697038,,,,,,,
SL003647,14.65731845,,,,,,,
SL004131,9.957682486,,,,,,,
SL004477,13.30570553,,,,,,,
SL003717,12.90906802,,,,,,,
SL008703,10.94090083,,,,,,,
SL006675,15.43147475,,,,,,,
SL011808,13.19663286,,,,,,,
SL000130,8.429197488,,,,,,,
SL006970,11.0715294,,,,,,,
SL004891,12.60645148,,,,,,,
SL004145,8.873136469,,,,,,,
SL000655,10.12722055,,,,,,,
SL004648,9.537606691,,,,,,,
SL003080,11.45938039,,,,,,,
SL014113,9.064742765,,,,,,,
SL008574,13.54455397,,,,,,,
SL002702,9.497452696,,,,,,,
SL010470,10.59600335,,,,,,,
SL007336,9.308794067,,,,,,,
SL004671,11.09480347,,,,,,,
SL016130,10.89064428,,,,,,,
SL003184,11.47436506,,,,,,,
