ID,SeqId,SeqIdVersion,SomaId,TargetFullName,Target,UniProt,EntrezGeneID,EntrezGeneSymbol,Organism,Units,Type,SPOT_ID
NoneX.10607.4,10607-4,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
HTN1.10608.9,10608-9,3.0,SL012418,Histatin-1,HIS1,P15515,3346,HTN1,Human,RFU,Protein,SL012418
NoneX.10610.8,10610-8,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
PLOD3.10612.18,10612-18,3.0,SL008694,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",PLOD3,O60568,8985,PLOD3,Human,RFU,Protein,SL008694
GOLM2.10613.33,10613-33,3.0,SL018589,Protein CASC4,CASC4,Q6P4E1,113201,GOLM2,Human,RFU,Protein,SL018589
MPZ.10615.18,10615-18,3.0,SL008066,Myelin protein P0,MYP0,P25189,4359,MPZ,Human,RFU,Protein,SL008066
PODXL2.10616.67,10616-67,3.0,SL017477,Podocalyxin-like protein 2,PDXL2,Q9NZ53,50512,PODXL2,Human,RFU,Protein,SL017477
LRP2.10618.190,10618-190,3.0,SL004439,Low-density lipoprotein receptor-related protein 2,megalin,P98164,4036,LRP2,Human,RFU,Protein,SL004439
MSMB.10620.21,10620-21,3.0,SL000548,Beta-microseminoprotein,PSP-94,P08118,4477,MSMB,Human,RFU,Protein,SL000548
PRR16.10621.26,10621-26,3.0,SL018592,Protein Largen,PRR16,Q569H4,51334,PRR16,Human,RFU,Protein,SL018592
NoneX.10622.9,10622-9,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
MUC1.10623.19,10623-19,3.0,SL000001,Mucin-1,MUC1,P15941,4582,MUC1,Human,RFU,Protein,SL000001
SPINK13.10624.45,10624-45,3.0,SL018582,Serine protease inhibitor Kazal-type 13,ISK13,Q1W4C9,153218,SPINK13,Human,RFU,Protein,SL018582
ST6GALNAC3.10626.116,10626-116,3.0,SL018611,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SIA7C,Q8NDV1,256435,ST6GALNAC3,Human,RFU,Protein,SL018611
APLP2.10627.87,10627-87,3.0,SL007366,Amyloid-like protein 2,APLP2,Q06481,334,APLP2,Human,RFU,Protein,SL007366
HTATIP2.10630.5,10630-5,3.0,SL007633,Oxidoreductase HTATIP2,HTAI2,Q9BUP3,10553,HTATIP2,Human,RFU,Protein,SL007633
PGRMC2.10631.9,10631-9,3.0,SL007962,Membrane-associated progesterone receptor component 2,PGRC2,O15173,10424,PGRMC2,Human,RFU,Protein,SL007962
CD200R1.10636.1,10636-1,3.0,SL014288,Cell surface glycoprotein CD200 receptor 1,MO2R1,Q8TD46,131450,CD200R1,Human,RFU,Protein,SL014288
ELAPOR1.10637.50,10637-50,3.0,SL007494,UPF0577 protein KIAA1324,K1324,Q6UXG2,57535,ELAPOR1,Human,RFU,Protein,SL007494
TINF2.10638.1,10638-1,3.0,SL018685,TERF1-interacting nuclear factor 2,TINF2,Q9BSI4,26277,TINF2,Human,RFU,Protein,SL018685
NoneX.10639.1,10639-1,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
NoneX.10640.9,10640-9,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
OLFM3.10643.16,10643-16,3.0,SL012572,Noelin-3,NOE3,Q96PB7,118427,OLFM3,Human,RFU,Protein,SL012572
NoneX.10645.72,10645-72,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
ASCC1.10647.18,10647-18,3.0,SL017894,Activating signal cointegrator 1 complex subunit 1,ASCC1,Q8N9N2,51008,ASCC1,Human,RFU,Protein,SL017894
NoneX.10655.43,10655-43,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
NoneX.10658.28,10658-28,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
NoneX.10659.49,10659-49,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
NoneX.10660.33,10660-33,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
NoneX.10661.4,10661-4,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
INSIG1.10663.42,10663-42,3.0,SL018014,Insulin-induced gene 1 protein,INSI1,O15503,3638,INSIG1,Human,RFU,Protein,SL018014
NoneX.10665.30,10665-30,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
GNPTG.10666.7,10666-7,3.0,SL012791,N-acetylglucosamine-1-phosphotransferase subunit gamma,GNPTG,Q9UJJ9,84572,GNPTG,Human,RFU,Protein,SL012791
C1orf185.10667.78,10667-78,3.0,SL018036,Uncharacterized protein C1orf185,CA185,Q5T7R7,284546,C1orf185,Human,RFU,Protein,SL018036
STX4.10668.5,10668-5,3.0,SL007377,Syntaxin-4,STX4,Q12846,6810,STX4,Human,RFU,Protein,SL007377
SEMA3E.10670.26,10670-26,3.0,SL010470,Semaphorin-3E,Semaphorin 3E,O15041,9723,SEMA3E,Human,RFU,Protein,SL010470
NoneX.10671.67,10671-67,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
SFTPB.10672.75,10672-75,3.0,SL004483,Pulmonary surfactant-associated protein B,SP-B,P07988,6439,SFTPB,Human,RFU,Protein,SL004483
TMX2.10675.223,10675-223,3.0,SL018343,Thioredoxin-related transmembrane protein 2,TMX2,Q9Y320,51075,TMX2,Human,RFU,Protein,SL018343
NDUFB4.10677.9,10677-9,3.0,SL007990,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,NDUB4,O95168,4710,NDUFB4,Human,RFU,Protein,SL007990
NoneX.10692.48,10692-48,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
KLRG2.10693.43,10693-43,3.0,SL018578,Killer cell lectin-like receptor subfamily G member 2,KLRG2,A4D1S0,346689,KLRG2,Human,RFU,Protein,SL018578
WFDC10B.10695.12,10695-12,3.0,SL012662,Protein WFDC10B,WF10B,Q8IUB3,280664,WFDC10B,Human,RFU,Protein,SL012662
LRP1.10699.52,10699-52,3.0,SL018603,Prolow-density lipoprotein receptor-related protein 1,LRP1,Q07954,4035,LRP1,Human,RFU,Protein,SL018603
IGSF11.10700.10,10700-10,3.0,SL017271,Immunoglobulin superfamily member 11,IGS11,Q5DX21,152404,IGSF11,Human,RFU,Protein,SL017271
NoneX.10701.30,10701-30,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
COL28A1.10702.1,10702-1,3.0,SL012521,Collagen alpha-1(XXVIII) chain,COSA1,Q2UY09,340267,COL28A1,Human,RFU,Protein,SL012521
SUDS3.10703.203,10703-203,3.0,SL006737,Sin3 histone deacetylase corepressor complex component SDS3,SDS3,Q9H7L9,64426,SUDS3,Human,RFU,Protein,SL006737
IRAG2.10704.91,10704-91,3.0,SL018605,Lymphoid-restricted membrane protein,LRMP,Q12912,4033,IRAG2,Human,RFU,Protein,SL018605
ST6GALNAC3.10705.14,10705-14,3.0,SL018611,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SIA7C,Q8NDV1,256435,ST6GALNAC3,Human,RFU,Protein,SL018611
GNRH2.10708.3,10708-3,3.0,SL007007,Progonadoliberin-2,GON2,O43555,2797,GNRH2,Human,RFU,Protein,SL007007
ZPBP2.10710.23,10710-23,3.0,SL012618,Zona pellucida-binding protein 2,ZPBP2,Q6X784,124626,ZPBP2,Human,RFU,Protein,SL012618
CD300LB.10713.151,10713-151,3.0,SL017073,CMRF35-like molecule 7,CLM7,A8K4G0,124599,CD300LB,Human,RFU,Protein,SL017073
ACE.10714.7,10714-7,3.0,SL000269,Angiotensin-converting enzyme,ACE,P12821,1636,ACE,Human,RFU,Protein,SL000269
NoneX.10715.5,10715-5,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
PSMD5.10716.35,10716-35,3.0,SL010942,26S proteasome non-ATPase regulatory subunit 5,PSMD5,Q16401,5711,PSMD5,Human,RFU,Protein,SL010942
HSPA1A.10721.76,10721-76,3.0,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,RFU,Protein,SL000451
SYK.10722.13,10722-13,3.0,SL007234,Tyrosine-protein kinase SYK,KSYK,P43405,6850,SYK,Human,RFU,Protein,SL007234
NoneX.10723.41,10723-41,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
NoneX.10724.45,10724-45,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
HS3ST5.10731.10,10731-10,3.0,SL018028,Heparan sulfate glucosamine 3-O-sulfotransferase 5,HS3S5,Q8IZT8,222537,HS3ST5,Human,RFU,Protein,SL018028
GAL3ST2.10734.339,10734-339,3.0,SL018126,Galactose-3-O-sulfotransferase 2,G3ST2,Q9H3Q3,64090,GAL3ST2,Human,RFU,Protein,SL018126
SERPINB1.10737.96,10737-96,3.0,SL005397,Leukocyte elastase inhibitor,Serpin B1,P30740,1992,SERPINB1,Human,RFU,Protein,SL005397
FBLN5.10738.11,10738-11,3.0,SL004460,Fibulin-5,fibulin 5,Q9UBX5,10516,FBLN5,Human,RFU,Protein,SL004460
CSF1.10741.22,10741-22,3.0,SL002684,Macrophage colony-stimulating factor 1,CSF-1,P09603,1435,CSF1,Human,RFU,Protein,SL002684
SLITRK1.10743.13,10743-13,3.0,SL008760,SLIT and NTRK-like protein 1,SLIK1,Q96PX8,114798,SLITRK1,Human,RFU,Protein,SL008760
DKK3.10746.24,10746-24,3.0,SL009412,Dickkopf-related protein 3,DKK3,Q9UBP4,27122,DKK3,Human,RFU,Protein,SL009412
PCDHB2.10748.216,10748-216,3.0,SL018468,Protocadherin beta-2,PCDB2,Q9Y5E7,56133,PCDHB2,Human,RFU,Protein,SL018468
HSPA1A.10749.18,10749-18,3.0,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,RFU,Protein,SL000451
CDYL2.10752.8,10752-8,3.0,SL018591,Chromodomain Y-like protein 2,CDYL2,Q8N8U2,124359,CDYL2,Human,RFU,Protein,SL018591
ADAM7.10753.31,10753-31,3.0,SL018585,Disintegrin and metalloproteinase domain-containing protein 7,ADAM7,Q9H2U9,8756,ADAM7,Human,RFU,Protein,SL018585
PROK2.10754.113,10754-113,3.0,SL005237,Prokineticin-2,Prokineticin-2,Q9HC23,60675,PROK2,Human,RFU,Protein,SL005237
UCN3.10756.34,10756-34,3.0,SL012761,Urocortin-3,UCN3,Q969E3,114131,UCN3,Human,RFU,Protein,SL012761
KERA.10758.2,10758-2,3.0,SL012375,Keratocan,KERA,O60938,11081,KERA,Human,RFU,Protein,SL012375
GRIA4.10760.107,10760-107,3.0,SL018367,Glutamate receptor 4,GRIA4,P48058,2893,GRIA4,Human,RFU,Protein,SL018367
TMED2.10761.5,10761-5,3.0,SL006541,Transmembrane emp24 domain-containing protein 2,TMED2,Q15363,10959,TMED2,Human,RFU,Protein,SL006541
KLRG2.10762.2,10762-2,3.0,SL018578,Killer cell lectin-like receptor subfamily G member 2,KLRG2,A4D1S0,346689,KLRG2,Human,RFU,Protein,SL018578
ADGRG2.10767.52,10767-52,3.0,SL018836,G-protein coupled receptor 64,GPR64,Q8IZP9,10149,ADGRG2,Human,RFU,Protein,SL018836
CSGALNACT2.10772.21,10772-21,3.0,SL017976,Chondroitin sulfate N-acetylgalactosaminyltransferase 2,CGAT2,Q8N6G5,55454,CSGALNACT2,Human,RFU,Protein,SL017976
RAB3D.10780.10,10780-10,3.0,SL008723,Ras-related protein Rab-3D,RAB3D,O95716,9545,RAB3D,Human,RFU,Protein,SL008723
CLEC4G.10781.19,10781-19,3.0,SL008886,C-type lectin domain family 4 member G,CLC4G,Q6UXB4,339390,CLEC4G,Human,RFU,Protein,SL008886
LRRC52.10785.8,10785-8,3.0,SL018337,Leucine-rich repeat-containing protein 52,LRC52,Q8N7C0,440699,LRRC52,Human,RFU,Protein,SL018337
NoneX.10791.21,10791-21,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
CD300E.10798.4,10798-4,3.0,SL018456,CMRF35-like molecule 2,CLM2,Q496F6,342510,CD300E,Human,RFU,Protein,SL018456
SERPINH1.10800.15,10800-15,3.0,SL003668,Serpin H1,Collagen-binding protein,P50454,871,SERPINH1,Human,RFU,Protein,SL003668
EFNA2.10801.11,10801-11,3.0,SL004843,Ephrin-A2,Ephrin-A2,O43921,1943,EFNA2,Human,RFU,Protein,SL004843
HSPA1A.10803.22,10803-22,3.0,SL000451,Heat shock 70 kDa protein 1A,HSP 70,P0DMV8,3303,HSPA1A,Human,RFU,Protein,SL000451
KLRB1.10809.14,10809-14,3.0,SL018479,Killer cell lectin-like receptor subfamily B member 1,KLRB1,Q12918,3820,KLRB1,Human,RFU,Protein,SL018479
CD1A.10814.7,10814-7,3.0,SL016708,T-cell surface glycoprotein CD1a,CD1A,P06126,909,CD1A,Human,RFU,Protein,SL016708
HABP4.10815.2,10815-2,3.0,SL018601,Intracellular hyaluronan-binding protein 4,HABP4,Q5JVS0,22927,HABP4,Human,RFU,Protein,SL018601
PILRA.10816.150,10816-150,3.0,SL022717,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14,PILRA isoform FDF03-M14,Q9UKJ1,29992,PILRA,Human,RFU,Protein,SL022717
TOMM20L.10817.26,10817-26,3.0,SL018588,TOMM20-like protein 1,TO20L,Q6UXN7,387990,TOMM20L,Human,RFU,Protein,SL018588
SMPD1.10818.36,10818-36,3.0,SL008921,Sphingomyelin phosphodiesterase,ASM,P17405,6609,SMPD1,Human,RFU,Protein,SL008921
FBLN1.10819.108,10819-108,3.0,SL004461,Fibulin-1,fibulin 1,P23142,2192,FBLN1,Human,RFU,Protein,SL004461
NoneX.10823.19,10823-19,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
VSIG10.10825.12,10825-12,3.0,SL018584,V-set and immunoglobulin domain-containing protein 10,VSI10,Q8N0Z9,54621,VSIG10,Human,RFU,Protein,SL018584
LINGO3.10827.67,10827-67,3.0,SL018590,Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,LIGO3,P0C6S8,645191,LINGO3,Human,RFU,Protein,SL018590
EFCAB14.10830.5,10830-5,3.0,SL018596,EF-hand calcium-binding domain-containing protein 14,K0494,O75071,9813,EFCAB14,Human,RFU,Protein,SL018596
B4GALT6.10832.24,10832-24,3.0,SL018597,"Beta-1,4-galactosyltransferase 6",B4GT6,Q9UBX8,9331,B4GALT6,Human,RFU,Protein,SL018597
HHIP.10833.64,10833-64,3.0,SL012788,Hedgehog-interacting protein,HHIP,Q96QV1,64399,HHIP,Human,RFU,Protein,SL012788
A4GNT.10835.25,10835-25,3.0,SL018593,"Alpha-1,4-N-acetylglucosaminyltransferase",A4GCT,Q9UNA3,51146,A4GNT,Human,RFU,Protein,SL018593
NoneX.10837.131,10837-131,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
GCNT4.10842.7,10842-7,3.0,SL018620,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",GCNT4,Q9P109,51301,GCNT4,Human,RFU,Protein,SL018620
SIGLEC15.10847.1,10847-1,3.0,SL018624,Sialic acid-binding Ig-like lectin 15,SIG15,Q6ZMC9,284266,SIGLEC15,Human,RFU,Protein,SL018624
BTNL3.10848.137,10848-137,3.0,SL018632,Butyrophilin-like protein 3,BTNL3,Q6UXE8,10917,BTNL3,Human,RFU,Protein,SL018632
EBI3.10851.77,10851-77,3.0,SL007417,Interleukin-27 subunit beta,IL27B,Q14213,10148,EBI3,Human,RFU,Protein,SL007417
HNRNPDL.10852.114,10852-114,3.0,SL012987,Heterogeneous nuclear ribonucleoprotein D-like,HNRDL,O14979,9987,HNRNPDL,Human,RFU,Protein,SL012987
GCNT4.10854.15,10854-15,3.0,SL018620,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4",GCNT4,Q9P109,51301,GCNT4,Human,RFU,Protein,SL018620
PLXNB2.10855.55,10855-55,3.0,SL009948,Plexin-B2,PLXB2,O15031,23654,PLXNB2,Human,RFU,Protein,SL009948
PPP4R3A.10866.60,10866-60,3.0,SL018833,Serine/threonine-protein phosphatase 4 regulatory subunit 3A,P4R3A,Q6IN85,55671,PPP4R3A,Human,RFU,Protein,SL018833
SPAST.10870.32,10870-32,3.0,SL005753,Spastin,Spastin,Q9UBP0,6683,SPAST,Human,RFU,Protein,SL005753
BRAT1.10876.300,10876-300,3.0,SL018839,BRCA1-associated ATM activator 1,BRAT1,Q6PJG6,221927,BRAT1,Human,RFU,Protein,SL018839
FAM163B.10880.38,10880-38,3.0,SL018034,Protein FAM163B,F163B,P0C2L3,642968,FAM163B,Human,RFU,Protein,SL018034
DSC1.10882.12,10882-12,3.0,SL005718,Desmocollin-1,Desmocollin-1,Q08554,1823,DSC1,Human,RFU,Protein,SL005718
C6orf89.10885.36,10885-36,3.0,SL016472,Bombesin receptor-activated protein C6orf89,CF089,Q6UWU4,221477,C6orf89,Human,RFU,Protein,SL016472
NoneX.10888.4,10888-4,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
MRAP2.10889.2,10889-2,3.0,SL017998,Melanocortin-2 receptor accessory protein 2,MRAP2,Q96G30,112609,MRAP2,Human,RFU,Protein,SL017998
LCTL.10890.135,10890-135,3.0,SL018026,Lactase-like protein,LCTL,Q6UWM7,197021,LCTL,Human,RFU,Protein,SL018026
OSMR.10892.8,10892-8,3.0,SL007619,Oncostatin-M-specific receptor subunit beta,OSMR,Q99650,9180,OSMR,Human,RFU,Protein,SL007619
SCGN.10894.25,10894-25,3.0,SL005696,Secretagogin,Secretagogin,O76038,10590,SCGN,Human,RFU,Protein,SL005696
TMPRSS11B.10895.28,10895-28,3.0,SL017961,Transmembrane protease serine 11B,TM11B,Q86T26,132724,TMPRSS11B,Human,RFU,Protein,SL017961
STMN2.10900.272,10900-272,3.0,SL013230,Stathmin-2,STMN2,Q93045,11075,STMN2,Human,RFU,Protein,SL013230
ASPRV1.10902.53,10902-53,3.0,SL018040,Retroviral-like aspartic protease 1,APRV1,Q53RT3,151516,ASPRV1,Human,RFU,Protein,SL018040
STX8.10903.50,10903-50,3.0,SL017987,Syntaxin-8,STX8,Q9UNK0,9482,STX8,Human,RFU,Protein,SL017987
NTM.10907.116,10907-116,3.0,SL009074,Neurotrimin,NTRI,Q9P121,50863,NTM,Human,RFU,Protein,SL009074
GALNT13.10908.2,10908-2,3.0,SL017992,Polypeptide N-acetylgalactosaminyltransferase 13,GLT13,Q8IUC8,114805,GALNT13,Human,RFU,Protein,SL017992
CEACAM4.10910.6,10910-6,3.0,SL018022,Carcinoembryonic antigen-related cell adhesion molecule 4,CEAM4,O75871,1089,CEACAM4,Human,RFU,Protein,SL018022
NoneX.10914.4,10914-4,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
PLA2R1.10916.44,10916-44,3.0,SL013523,Secretory phospholipase A2 receptor,PLA2R,Q13018,22925,PLA2R1,Human,RFU,Protein,SL013523
GNGT2.10917.40,10917-40,3.0,SL006983,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-T2,GBGT2,O14610,2793,GNGT2,Human,RFU,Protein,SL006983
CYB5D2.10924.258,10924-258,3.0,SL018077,Neuferricin,NEUFC,Q8WUJ1,124936,CYB5D2,Human,RFU,Protein,SL018077
NoneX.10927.65,10927-65,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
NoneX.10928.7,10928-7,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
CALN1.10933.107,10933-107,3.0,SL018094,Calcium-binding protein 8,CABP8,Q9BXU9,83698,CALN1,Human,RFU,Protein,SL018094
CD58.10938.13,10938-13,3.0,SL003442,Lymphocyte function-associated antigen 3,sLFA-3,P19256,965,CD58,Human,RFU,Protein,SL003442
PLEKHA4.10939.16,10939-16,3.0,SL018105,Pleckstrin homology domain-containing family A member 4,PKHA4,Q9H4M7,57664,PLEKHA4,Human,RFU,Protein,SL018105
SRL.10940.25,10940-25,3.0,SL008242,Sarcalumenin,SRCA,Q86TD4,6345,SRL,Human,RFU,Protein,SL008242
NoneX.10943.36,10943-36,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
STX6.10945.11,10945-11,3.0,SL006065,Syntaxin-6,Syntaxin-6,O43752,10228,STX6,Human,RFU,Protein,SL006065
PLD3.10948.14,10948-14,3.0,SL008958,Phospholipase D3,PLD3,Q8IV08,23646,PLD3,Human,RFU,Protein,SL008958
RPLP2.10949.59,10949-59,3.0,SL008009,60S acidic ribosomal protein P2,RLA2,P05387,6181,RPLP2,Human,RFU,Protein,SL008009
CLEC2A.10953.14,10953-14,3.0,SL018252,C-type lectin domain family 2 member A,CLC2A,Q6UVW9,387836,CLEC2A,Human,RFU,Protein,SL018252
CLEC10A.10955.4,10955-4,3.0,SL014095,C-type lectin domain family 10 member A,CLC10,Q8IUN9,10462,CLEC10A,Human,RFU,Protein,SL014095
GCSH.10956.82,10956-82,3.0,SL009212,"Glycine cleavage system H protein, mitochondrial",GCSH,P23434,2653,GCSH,Human,RFU,Protein,SL009212
BET1L.10959.125,10959-125,3.0,SL005478,BET1-like protein,BET1L,Q9NYM9,51272,BET1L,Human,RFU,Protein,SL005478
PLAAT4.10961.15,10961-15,3.0,SL015329,Retinoic acid receptor responder protein 3,TIG3,Q9UL19,5920,PLAAT4,Human,RFU,Protein,SL015329
NoneX.10962.46,10962-46,3.0,SL025418,Fc_MOUSE,Fc_MOUSE,Q99LC4,,,Mouse,RFU,Protein,SL025418
AHSG.10966.1,10966-1,3.0,SL000251,Alpha-2-HS-glycoprotein,a2-HS-Glycoprotein,P02765,197,AHSG,Human,RFU,Protein,SL000251
PRL.10967.12,10967-12,3.0,SL000546,Prolactin,PRL,P01236,5617,PRL,Human,RFU,Protein,SL000546
ART3.10970.3,10970-3,3.0,SL018330,Ecto-ADP-ribosyltransferase 3,NAR3,Q13508,419,ART3,Human,RFU,Protein,SL018330
SPINK7.10974.20,10974-20,3.0,SL012454,Serine protease inhibitor Kazal-type 7,ISK7,P58062,84651,SPINK7,Human,RFU,Protein,SL012454
MUCL1.10975.59,10975-59,3.0,SL008738,Mucin-like protein 1,MUCL1,Q96DR8,118430,MUCL1,Human,RFU,Protein,SL008738
MUC1.10976.44,10976-44,3.0,SL000001,Mucin-1,MUC1,P15941,4582,MUC1,Human,RFU,Protein,SL000001
UCMA.10977.55,10977-55,3.0,SL017252,Unique cartilage matrix-associated protein,UCMA,Q8WVF2,221044,UCMA,Human,RFU,Protein,SL017252
GH2.10978.39,10978-39,3.0,SL009327,Growth hormone variant,SOM2,P01242,2689,GH2,Human,RFU,Protein,SL009327
ACHE.10980.11,10980-11,3.0,SL007155,Acetylcholinesterase,ACES,P22303,43,ACHE,Human,RFU,Protein,SL007155
NRG3.10981.56,10981-56,3.0,SL013799,"Pro-neuregulin-3, membrane-bound isoform",NRG3,P56975,10718,NRG3,Human,RFU,Protein,SL013799
LRRK2.10990.21,10990-21,3.0,SL017128,Leucine-rich repeat serine/threonine-protein kinase 2,LRRK2,Q5S007,120892,LRRK2,Human,RFU,Protein,SL017128
BGLAP.11067.13,11067-13,3.0,SL001791,Osteocalcin,Osteocalcin,P02818,632,BGLAP,Human,RFU,Protein,SL001791
IL5.11071.1,11071-1,3.0,SL000481,Interleukin-5,IL-5,P05113,3567,IL5,Human,RFU,Protein,SL000481
GPD1.11081.1,11081-1,3.0,SL007151,"Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic",GPDA,P21695,2819,GPD1,Human,RFU,Protein,SL007151
ENO2.11083.23,11083-23,3.0,SL001731,Gamma-enolase,NSE,P09104,2026,ENO2,Human,RFU,Protein,SL001731
IGHA1.IGHA2.11089.7,11089-7,3.0,SL000459,Immunoglobulin A,IgA,P01876|P01877,3493 3494,IGHA1|IGHA2,Human,RFU,Protein,SL000459
CLC.11094.104,11094-104,3.0,SL007361,Galectin-10,LPPL,Q05315,1178,CLC,Human,RFU,Protein,SL007361
N6AMT1.11096.57,11096-57,3.0,SL018921,HemK methyltransferase family member 2,HEMK2,Q9Y5N5,29104,N6AMT1,Human,RFU,Protein,SL018921
PDXK.11098.1,11098-1,3.0,SL007953,Pyridoxal kinase,PDXK,O00764,8566,PDXK,Human,RFU,Protein,SL007953
TLR4.11101.18,11101-18,3.0,SL004489,Toll-like receptor 4,TLR4,O00206,7099,TLR4,Human,RFU,Protein,SL004489
REG4.11102.22,11102-22,3.0,SL012561,Regenerating islet-derived protein 4,REG4,Q9BYZ8,83998,REG4,Human,RFU,Protein,SL012561
HSPB1.11103.24,11103-24,3.0,SL000448,Heat shock protein beta-1,HSP 27,P04792,3315,HSPB1,Human,RFU,Protein,SL000448
CHI3L1.11104.13,11104-13,3.0,SL003340,Chitinase-3-like protein 1,YKL-40,P36222,1116,CHI3L1,Human,RFU,Protein,SL003340
ENO1.11105.171,11105-171,3.0,SL003650,Alpha-enolase,Alpha enolase,P06733,2023,ENO1,Human,RFU,Protein,SL003650
TENM3.11107.25,11107-25,3.0,SL007735,Teneurin-3,TEN3,Q9P273,55714,TENM3,Human,RFU,Protein,SL007735
SVEP1.11109.56,11109-56,3.0,SL012540,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1",SVEP1,Q4LDE5,79987,SVEP1,Human,RFU,Protein,SL012540
TMEM119.11110.4,11110-4,3.0,SL019320,Transmembrane protein 119,TM119,Q4V9L6,338773,TMEM119,Human,RFU,Protein,SL019320
TMEM167A.11112.18,11112-18,3.0,SL016490,Protein kish-A,KISHA,Q8TBQ9,153339,TMEM167A,Human,RFU,Protein,SL016490
C11orf87.11116.16,11116-16,3.0,SL018991,Uncharacterized protein C11orf87,CK087,Q6NUJ2,399947,C11orf87,Human,RFU,Protein,SL018991
SPATA20.11117.2,11117-2,3.0,SL009460,Spermatogenesis-associated protein 20,SPT20,Q8TB22,64847,SPATA20,Human,RFU,Protein,SL009460
RAB17.11118.107,11118-107,3.0,SL019321,Ras-related protein Rab-17,RAB17,Q9H0T7,64284,RAB17,Human,RFU,Protein,SL019321
NAT14.11120.49,11120-49,3.0,SL019329,N-acetyltransferase 14,NAT14,Q8WUY8,57106,NAT14,Human,RFU,Protein,SL019329
VWC2.11121.56,11121-56,3.0,SL012520,Brorin,VWC2,Q2TAL6,375567,VWC2,Human,RFU,Protein,SL012520
SPG21.11122.97,11122-97,3.0,SL019337,Maspardin,SPG21,Q9NZD8,51324,SPG21,Human,RFU,Protein,SL019337
