target,trimester,contrast,estimate,se,df,t_ratio,p_value
SBDS,Third,Control - sPTD,63.500620347394374,12.880024639840467,323,4.930162955665036,3.9486802733035435e-6
HDAC8,Third,Control - PPROM,-188.92307692307497,38.38438977505461,323,-4.9218726161918305,4.1075039222598076e-6
LRIG3,Third,Control - PPROM,169.68076923076714,34.508328678185634,323,4.91709612520384,4.2017944917203894e-06
KYNU,Third,Control - PPROM,-173.7423076923055,35.37104884982835,323,-4.9119919635390925,4.3048640309414765e-6
MAPK14,Second,Control - sPTD,70.0619860847554,14.317976114653115,369,4.893288375656214,4.452935943485087e-6
AIF1,Second,Control - PPROM,-213.4738562091512,43.697723510528135,369,-4.885239757574985,4.627201698761784e-6
BMX,Second,Control - PPROM,-212.95424836601336,43.714660965450406,369,-4.871460596121753,4.9409354952648165e-6
IL22RA1,Second,Control - PPROM,-209.0898692810468,43.01726080967772,369,-4.860603984203643,5.2024895090531705e-6
RPS6KA3,Third,Control - PPROM,-188.29999999999697,38.82307562787416,323,-4.85020820619378,5.76326049167141e-6
SGTA,Third,Control - PPROM,-169.4692307692292,34.94178284107479,323,-4.850045332260912,5.767672563833081e-6
JAG2,Second,Control - PPROM,213.00000000000244,44.06437979938174,369,4.83383633151671,5.905707578158176e-6
C6,Second,PPROM - sPTD,249.23387096774104,51.603081444259914,369,4.8298253513592195,6.018680156781327e-6
RPS6KA3,Second,Control - PPROM,212.54575163398727,44.407105395570504,369,4.786300519717914,7.386608644242919e-6
HTRA2,Third,Control - PPROM,-187.79999999999822,39.16394735678299,323,-4.795226545709066,7.453420955729225e-6
BPI,Second,PPROM - sPTD,246.54838709677207,51.65857736554668,369,4.772651506682911,7.874131051448666e-6
NCK1,Third,Control - PPROM,185.20769230768963,39.070082751311595,323,4.740396724690124,9.610044809950561e-6
SHBG,Second,PPROM - sPTD,249.1774193548368,52.7310022684692,369,4.725444399600078,9.810926580362272e-6
ERBB3,Third,Control - PPROM,187.2346153846137,39.537772177826945,323,4.735588402464825,9.825533202061024e-6
MDM2,Second,Control - sPTD,67.7000843348082,14.373293554926839,369,4.710130220056776,1.0532401046937018e-5
GP1BA,Third,Control - PPROM,186.999999999998,39.68935395677844,323,4.711590926968484,1.0972481516783864e-5
BCAM,Third,PPROM - sPTD,201.7822580645163,42.833205026063354,323,4.710883949537161,1.100815426302359e-5
LYN,Third,Control - PPROM,-186.93846153845902,39.72877396195693,323,-4.705366989614772,1.1290392313524915e-5
CNTF,Second,PPROM - sPTD,223.33064516128823,47.58513884773758,369,4.693285562870779,1.1384939549152888e-5
NCAM1,Third,Control - sPTD,60.61439205955238,12.889512830680163,323,4.7026131131407425,1.143387074677785e-5
RET,Third,Control - PPROM,186.78076923076713,39.82914908752121,323,4.689549576375134,1.2138749693620929e-5
PYY,Second,PPROM - sPTD,211.4112903225803,45.18509666883448,369,4.678783623548093,1.2171775399729104e-5
SBDS,Second,PPROM - sPTD,236.9354838709657,50.88265784704906,369,4.6565076176480975,1.3483212057328802e-5
CKAP2,Third,Control - sPTD,-60.002233250619305,12.887419822427365,323,-4.6558763567397925,1.415392942770722e-5
HIPK3,Third,PPROM - sPTD,-214.06451612903135,46.12306929929905,323,-4.641159389023674,1.5132449054544441e-5
FST,Second,PPROM - sPTD,-243.02419354838423,52.49129015064304,369,-4.6298003507046035,1.5235105694853296e-5
PPIE,Third,Control - PPROM,-159.54615384615224,34.40069323329807,323,-4.6378761254648175,1.5359465571873344e-5
EDA,Third,Control - PPROM,179.08846153846008,38.66106101432069,323,4.632269700826958,1.5754707850299587e-5
PYY,Third,Control - PPROM,185.08461538461387,39.96020229908139,323,4.631723683462649,1.579371966032204e-5
GCKR,Third,PPROM - sPTD,-213.54838709677222,46.15902383276004,323,-4.6263627209813825,1.6181717002974005e-5
NCK1,Second,Control - PPROM,210.663398692812,45.740098285017076,369,4.605661259845134,1.7005223835254e-5
MAPK14,Second,PPROM - sPTD,244.25806451612627,53.034735788562,369,4.605624236348235,1.7008084840705954e-5
C6,Third,Control - sPTD,59.69069478908176,12.935128917601448,323,4.614619241085242,1.7063940804043298e-5
METAP1,Third,Control - PPROM,-184.84615384615222,40.108646336035356,323,-4.608636060601187,1.753103145197858e-5
LYVE1,Second,Control - PPROM,187.2173202614388,40.716217142352704,369,4.59810201932283,1.7599063157990064e-5
EPHB2,Second,Control - sPTD,66.8872021927062,14.592752727002269,369,4.583590460553673,1.8795382734677524e-5
C3,Third,Control - PPROM,183.1846153846132,39.906951126932384,323,4.590293425372344,1.9040859862294435e-5
ERBB4,Second,Control - sPTD,65.73645372127596,14.373458575407016,369,4.573461103770183,1.9676333393560642e-5
UFC1,Third,Control - sPTD,-58.30049627791391,12.735060818792535,323,-4.577951931873194,2.0126242057978472e-5
ASAH2,Third,Control - PPROM,185.44615384615125,40.64275191382045,323,4.5628345796902305,2.15369078950935e-5
C5,Second,PPROM - sPTD,-196.77419354838733,43.55866487193409,369,-4.517452362851777,2.530996951602928e-5
UFM1,Third,Control - PPROM,-184.9538461538442,40.927129495236464,323,-4.519101350007239,2.61731361429815e-5
GPNMB,Third,PPROM - sPTD,205.66935483871032,45.6188250758822,323,4.508431650674926,2.744190805660918e-5
HINT1,Second,PPROM - sPTD,-231.6935483870944,51.7273649727081,369,-4.479129151646103,3.00246213157733e-5
CKAP2,Second,PPROM - sPTD,-197.87096774193503,44.25351903010085,369,-4.471304702510663,3.108570111780094e-5
PTK6,Second,Control - sPTD,64.49757537423491,14.43511796166981,369,4.468101718704212,3.153035242197516e-5
LY86,Second,PPROM - sPTD,-194.5564516129024,43.736891043233584,369,-4.448337478322015,3.441201054279158e-5
CD70,Second,Control - PPROM,207.95424836601285,46.84025362721865,369,4.439648214141428,3.5757308320985276e-5
GOT1,Third,Control - PPROM,-164.16153846153668,36.94717165541066,323,-4.443142224595596,3.659023547747647e-5
FGR,Third,Control - sPTD,56.54975186104042,12.734050206982976,323,4.440829974899126,3.6962688842418595e-5
PRL,Third,Control - PPROM,184.02307692307483,41.44249558966317,323,4.440443904371795,3.7025229489381815e-5
ERBB4,Third,Control - PPROM,183.88461538461337,41.51672292026497,323,4.429169800751696,3.889694351951397e-5
FSTL3,Second,Control - PPROM,202.18790849673286,45.92082348034455,369,4.40296782968788,4.201236480152474e-5
CAPG,Third,Control - PPROM,166.842307692306,37.96968326319843,323,4.394092690628671,4.531818546669699e-5
MDM2,Second,PPROM - sPTD,232.94354838709592,53.239635266387864,369,4.375378366541172,4.739413614316376e-5
ESAM,Second,Control - PPROM,-207.81699346405284,47.50879868611551,369,-4.37428432651124,4.7620600677796065e-5
CRP,Third,PPROM - sPTD,197.6774193548382,45.10826300229287,323,4.382288436705935,4.769883704752521e-5
ACE2,Second,Control - PPROM,202.99019607843223,46.52912856944933,369,4.362647707348511,5.0094346068885176e-5
PDE4D,Second,PPROM - sPTD,-232.3064516129018,53.664580063405324,369,-4.328859954525481,5.7993300603315066e-5
ASGR1,Third,Control - PPROM,182.02307692307517,41.97062071422474,323,4.336916486474161,5.801300275854612e-5
GP1BA,Second,Control - PPROM,207.09803921568772,47.911886470307,369,4.322477248814551,5.9613521080860935e-5
UBE2N,Second,PPROM - sPTD,-184.66129032258098,42.74288759194858,369,-4.320281121048204,6.018093891592109e-5
ECM1,Second,Control - sPTD,-62.428209993673974,14.453604708829646,369,-4.3192138744141,6.045854645606018e-5
TGM3,Third,Control - sPTD,55.17146401984924,12.752755204419346,323,4.326238772365841,6.073368435979255e-5
MATK,Second,Control - PPROM,198.89379084967385,46.12515958271591,369,4.312045587462935,6.235510605546939e-5
EPHB2,Third,Control - PPROM,170.3769230769201,39.51484165253626,323,4.311719747609932,6.462954617131622e-5
DKK3,Second,PPROM - sPTD,-227.01612903225657,52.85072464845561,369,-4.295421312428313,6.697482241276595e-5
MATN2,Third,Control - PPROM,174.7538461538444,40.6611977012283,323,4.297803705584536,6.858712376712342e-5
RASA1,Third,PPROM - sPTD,184.84677419354693,43.11973969309664,323,4.286824909175888,7.187181997450848e-5
SHC1,Second,Control - PPROM,206.33986928104653,48.31887477521193,369,4.27037819570461,7.455638708751232e-5
BCAM,Second,Control - PPROM,-204.17320261437902,47.88428018043909,369,-4.263887894837449,7.665114627514237e-5
ALCAM,Third,Control - PPROM,181.66923076922825,42.6219406452862,323,4.262340663489241,7.97471991951034e-5
ERBB2,Second,Control - sPTD,-62.09624710099229,14.630409556802409,369,-4.244327327946922,8.33097186334084e-5
ABL2,Second,PPROM - sPTD,-207.0564516129026,48.83059611734334,369,-4.240301533803344,8.474701769632716e-5
RAN,Second,PPROM - sPTD,204.74193548386955,48.35581856997916,369,4.234070305056937,8.701847465935136e-5
PLCG1,Second,PPROM - sPTD,-217.47580645161167,51.42166405406251,369,-4.22926426929644,8.880997960316632e-5
CCL28,Second,PPROM - sPTD,-217.40322580644943,51.490709442844526,369,-4.222183538717219,9.151366008604533e-5
ING1,Third,Control - PPROM,-150.4807692307681,35.61850254143224,323,-4.224792130318378,9.34462206600016e-5
AMHR2,Third,Control - sPTD,-54.75409429280302,12.962661851658918,323,-4.223985391225473,9.376387133414052e-5
IL22RA1,Third,Control - PPROM,-179.22307692307447,42.612206397005636,323,-4.205909340936368,1.0115752095173242e-4
SPHK2,Second,Control - PPROM,200.91503267973866,48.03910356511337,369,4.182322686505037,1.0826087745981257e-4
RAC1,Second,Control - PPROM,-191.19934640522962,45.778774616950166,369,-4.176593803680269,1.1089566551383497e-4
BMPER,Third,Control - PPROM,180.49999999999733,43.14520858725741,323,4.183546815747846,1.1107583697481475e-4
MICB,Second,Control - PPROM,186.3039215686286,44.65386811753223,369,4.172178792624709,1.1296777594307607e-4
BMPR1A,Third,Control - sPTD,54.370595533498644,13.012445703414055,323,4.178353306729535,1.1350854962288148e-4
CD22,Third,Control - PPROM,-179.11538461538288,42.88742334763051,323,-4.176408154986043,1.1443269887770223e-4
CAMK1D,Third,Control - PPROM,162.1423076923063,38.849542256424556,323,4.173596348242502,1.1578129134106676e-4
C7,Second,PPROM - sPTD,224.51612903225345,53.994645191328694,369,4.158118425200982,1.1981548605806301e-4
ECM1,Second,PPROM - sPTD,-222.2419354838705,53.53711312177773,369,-4.15117518530276,1.2334115973996196e-4
CHST6,Second,Control - PPROM,192.46895424836646,46.41960408970076,369,4.146285993229099,1.2588288894681106e-4
PTK6,Second,PPROM - sPTD,221.4354838709672,53.468636980781234,369,4.1414088028943015,1.2846804272368593e-4
CBX5,Third,Control - PPROM,173.94230769230586,41.92953356740829,323,4.148443659948336,1.2853803526893782e-4
NCAM1,Second,Control - sPTD,60.712734556188956,14.676310251345146,369,4.13678462204929,1.3096573019410768e-4
ROBO3,Second,Control - PPROM,203.98692810457476,49.46851568453376,369,4.123570826450952,1.383604140350888e-4
ING1,Second,Control - PPROM,202.22712418300802,49.25452181711947,369,4.105757537021091,1.4896020812764395e-4
PCSK9,Second,Control - sPTD,-59.7992831541237,14.575247428405783,369,-4.102797118735737,1.5079505054599467e-4
EPHA3,Second,Control - PPROM,203.24183006535876,49.79815481883763,369,4.081312466390351,1.6477019263091508e-4
IDS,Third,PPROM - sPTD,192.6129032258074,47.133087831669116,323,4.086575102265827,1.6586041232018376e-4
PDE9A,Third,Control - PPROM,177.11538461538112,43.43066966541123,323,4.078117744438976,1.7170082162644632e-4
C2,Third,PPROM - sPTD,-191.80645161290306,47.22094928590235,323,-4.0618931748194695,1.8345719071049326e-4
RAC1,Third,Control - PPROM,-149.74615384615248,36.88997696205166,323,-4.05926395671634,1.8543299110611268e-4
C3,Second,PPROM - sPTD,-214.75806451612664,53.04727538519275,369,-4.048427802496954,1.885703259026361e-4
PTK6,Third,Control - PPROM,175.4846153846105,43.288859343289516,323,4.05380548359987,1.8959973050587594e-4
MAPKAPK3,Third,Control - PPROM,-178.30769230768982,44.0208681345613,323,-4.050526485816811,1.921454113218858e-4
NMT1,Second,Control - sPTD,-58.410499683746835,14.465658843805466,369,-4.037873443196787,1.9687790758074464e-4
ECM1,Third,Control - PPROM,140.18461538461418,34.725906666156845,323,4.036888560817196,2.0308627158767328e-4
PDE5A,Second,PPROM - sPTD,196.56451612903106,48.779662708612456,369,4.029640739896423,2.0359829714154193e-4
HRG,Third,Control - PPROM,-175.40384615384306,43.62641129396191,323,-4.020588468117242,2.169400992341515e-4
OLR1,Second,PPROM - sPTD,216.90322580644855,54.054089697424786,369,4.012707031430818,2.1811270549045296e-4
LCK,Second,PPROM - sPTD,-212.83064516128914,53.12751711787185,369,-4.006034098847317,2.24097881542842e-4
LBP,Third,Control - PPROM,176.90769230768896,44.17342324754105,323,4.004844526454867,2.3117041301489992e-4
AGR2,Third,Control - PPROM,146.17307692307537,36.5347646868641,323,4.000931117961496,2.3484277456101236e-4
SIRT2,Second,Control - PPROM,-164.06862745098132,41.08084288854152,369,-3.993798956270788,2.3547928688714354e-4
SPINT2,Third,PPROM - sPTD,-157.31451612903135,39.37032612496551,323,-3.9957636020006215,2.3977694939371003e-4
IDE,Third,Control - PPROM,-176.01538461538416,44.052160011751404,323,-3.995613031652253,2.3992218643345385e-4
PSME1,Third,Control - PPROM,-139.53076923076728,35.10467448794292,323,-3.9747062539688445,2.609200910438701e-4
PLCG1,Third,Control - sPTD,50.93970223324885,12.822633367541146,323,3.9726396889890174,2.630878626223238e-4
RAD51,Third,PPROM - sPTD,153.91935483870805,38.74832158514887,323,3.9722844381910196,2.634622288902239e-4
STAB2,Third,Control - PPROM,-175.6115384615357,44.285506647045224,323,-3.9654404286521285,2.7077396434969334e-4
BST1,Third,Control - PPROM,159.5038461538437,40.26513008204745,323,3.9613393978568037,2.752470977172548e-4
ESAM,Third,Control - PPROM,-176.54999999999677,44.628074736628406,323,-3.9560299439736686,2.8114251554513855e-4
PPIB,Second,Control - PPROM,-197.14542483660193,49.97740447415487,369,-3.9446911441460104,2.869217370247645e-4
BTK,Second,Control - PPROM,-200.10947712418283,50.75091404087733,369,-3.942972868685766,2.8890176449108366e-4
UFC1,Second,PPROM - sPTD,182.7499999999995,46.44620175994439,369,3.934659736969164,2.986655916887078e-4
TLR2,Second,PPROM - sPTD,-183.50806451612885,46.77834247241391,369,-3.922927893914734,3.129781177036606e-4
WNT7A,Third,Control - PPROM,175.94230769230577,44.81907879728601,323,3.9256118691792445,3.1729470169379994e-4
TNFSF15,Third,Control - PPROM,175.52307692307517,44.87248468163005,323,3.911597010248265,3.3539612365027287e-4
LRIG3,Second,PPROM - sPTD,194.040322580644,49.69213752705399,369,3.904849584604853,3.363120183451732e-4
OMD,Third,Control - PPROM,166.04999999999774,42.5310748206535,323,3.904204177773618,3.4533466056497103e-4
PCSK9,Third,PPROM - sPTD,-144.4354838709666,37.01267299540877,323,-3.9023251276362307,3.4790487766129293e-4
PIGR,Second,Control - sPTD,57.24425469112386,14.70490671570799,369,3.8928675848024747,3.526751747204731e-4
XPNPEP1,Second,PPROM - sPTD,211.53225806451442,54.4071792097983,369,3.8879475307629834,3.5961016935373395e-4
TNFSF15,Second,Control - sPTD,56.16350411132426,14.493070339301417,369,3.8751970974034067,3.7818810625892636e-4
FCRL3,Second,Control - PPROM,195.1323529411756,50.39690963720339,369,3.8719110823638156,3.8312115428041515e-4
FGF7,Third,PPROM - sPTD,-144.56451612903106,37.51814437063395,323,-3.853189398199129,4.219147044241953e-4
CPNE1,Second,Control - PPROM,160.58333333333394,41.758437581645026,369,3.845530212172463,4.2499054066715225e-4
PDE4D,Second,Control - sPTD,-55.68880455407857,14.48801741209845,369,-3.8437836572155653,4.27910015935277e-4
NANOG,Second,Control - sPTD,56.262913767657274,14.653833792413705,369,3.839467170480984,4.3520685555539627e-4
ACE2,Third,Control - PPROM,169.03461538461298,43.99945724328175,323,3.8417431935577513,4.4117836430851215e-4
BOC,Third,Control - PPROM,131.82692307692145,34.32657577842931,323,3.840374988983346,4.43535905580876e-4
FGR,Third,Control - PPROM,173.88846153845964,45.39483423034796,323,3.8305781811228514,4.607681459684329e-4
TGM3,Third,Control - PPROM,173.62307692307425,45.461514527983155,323,3.819122145968172,4.817218110772832e-4
PIM1,Second,Control - PPROM,154.9999999999968,40.650405594080425,369,3.8130000853562978,4.82585284423955e-4
SKP1,Second,PPROM - sPTD,-180.6290322580644,47.37558920387245,369,-3.8127026026158615,4.831445102749481e-4
TFF3,Third,Control - PPROM,165.07307692307472,43.31203270565559,323,3.811252130439028,4.966350166990834e-4
ERBB4,Second,Control - PPROM,197.07516339869215,51.937862026363575,369,3.7944411978039665,5.186701827715244e-4
LY9,Second,Control - PPROM,160.04738562091563,42.23832313309742,369,3.789151030370913,5.294137878878292e-4
TFPI,Third,PPROM - sPTD,-179.2096774193542,47.281650255720486,323,-3.7902585136116747,5.385800140128988e-4
CD48,Third,Control - PPROM,129.43461538461455,34.21321423175882,323,3.7831761291947057,5.534700351697642e-4
PARK7,Second,Control - PPROM,157.0604575163409,41.77419250669453,369,3.759748497620179,5.930585767636313e-4
TEC,Second,PPROM - sPTD,195.55645161290042,52.107091318924105,369,3.7529719403446875,6.087177217320043e-4
MAPKAPK3,Second,Control - PPROM,-156.0457516339843,41.61632251183519,369,-3.749628564359735,6.165864335152269e-4
CD109,Third,Control - sPTD,49.09540942927996,13.078424961127032,323,3.7539237006907267,6.191886955328496e-4
ROR1,Third,Control - PPROM,135.0615384615371,36.191921627999406,323,3.731814515122306,6.736735728839031e-4
HIPK3,Second,Control - PPROM,153.653594771239,41.305144708305846,369,3.7199626307165934,6.907320339786635e-4
HCK,Second,Control - PPROM,-180.41339869281103,48.51714974077718,369,-3.7185490008531787,6.944669144687922e-4
CD27,Third,Control - PPROM,-129.3538461538446,34.776543646717016,323,-3.7195716592167973,7.057582139137001e-4
NR1D1,Second,Control - PPROM,-151.3055555555537,40.7882223513239,369,-3.7095403239764537,7.18718998604677e-4
NMT1,Second,Control - PPROM,-193.3137254901942,52.27102365157366,369,-3.698296149292541,7.501091367383559e-4
IDUA,Second,Control - PPROM,194.3758169934631,52.56419383901151,369,3.6978749752879008,7.513096415583688e-4
SSRP1,Third,Control - PPROM,134.6730769230749,36.53722831372976,323,3.6859138784883734,8.015489330093908e-4
CHL1,Second,PPROM - sPTD,-200.8467741935471,54.5683252649564,369,-3.680647577478986,8.019939132959951e-4
HTRA2,Second,Control - PPROM,188.6176470588237,51.40633214925089,369,3.6691520124641355,8.375865427913562e-4
PSME3,Second,Control - PPROM,193.39215686274554,52.747797910420246,369,3.666355080664727,8.464684802979427e-4
PLCG1,Third,Control - PPROM,167.74615384615203,45.71061890402023,323,3.66974147075919,8.518132250201912e-4
TNFSF15,Second,Control - PPROM,191.67156862744972,52.37007388805888,369,3.6599445904381955,8.671610475379584e-4
STK16,Third,PPROM - sPTD,154.63709677419322,42.22030327051088,323,3.6626240172509794,8.748619315418558e-4
ROBO2,Second,PPROM - sPTD,198.85483870967408,54.38732448686145,369,3.656271761588717,8.792301024870938e-4
CNDP1,Second,Control - PPROM,-192.8725490196066,52.83531150791455,369,-3.650447844728141,8.98692084439347e-4
UFC1,Third,Control - PPROM,-165.87307692307547,45.39843689837739,323,-3.6537177985747795,9.045302966101943e-4
GDF2,Third,PPROM - sPTD,-173.1048387096768,47.51578827268649,323,-3.643101482737743,9.411318645010195e-4
PRL,Second,Control - PPROM,155.20588235293891,42.66700988447,369,3.6376086061149313,9.430375404000106e-4
ASGR1,Second,Control - PPROM,192.3529411764698,52.916317002756664,369,3.635040230907401,9.521518538311876e-4
ERBB2,Third,Control - PPROM,143.84999999999906,39.59300810281843,323,3.6332172495314667,9.764576835412682e-4
HRG,Second,Control - sPTD,-52.83807716635259,14.564180529721629,369,-3.627947144607559,9.7775481115741e-4
FETUB,Second,Control - PPROM,-158.64705882352754,43.79218323784177,369,-3.6227254978792014,9.970145986809504e-4
PDE4D,Third,Control - PPROM,168.2846153846118,46.44212423683889,323,3.6235339823479658,0.0010122712751645942
UBE2N,Third,Control - PPROM,-123.87692307692163,34.25069294761032,323,-3.6167712947122888,0.0010380114248059688
IDUA,Third,Control - PPROM,167.9961538461515,46.47599451109674,323,3.6146865841900437,0.0010460694711230006
ARSB,Second,PPROM - sPTD,-163.5080645161288,45.31336695808662,369,-3.6083847988468483,0.0010517594102122775
FETUB,Third,Control - PPROM,-133.00384615384357,36.85447122547341,323,-3.608893079489165,0.0010687729096201866
CNTN2,Second,PPROM - sPTD,169.71774193548328,47.13027697445006,369,3.601034257182267,0.001080902096660825
RELT,Second,Control - PPROM,175.6372549019618,48.8034098799125,369,3.5988726061179213,0.0010896156084955378
GREM1,Third,Control - PPROM,-132.346153846151,36.738806413444934,323,-3.602353118301568,0.001094957527700505
PTH,Second,Control - PPROM,152.39052287581762,42.36612193004491,369,3.596990140552524,0.0010972574147480284
CSK,Second,Control - PPROM,-159.5457516339845,44.47512420088692,369,-3.5873031160822,0.0011373835615877538
SSRP1,Second,Control - PPROM,159.57516339869028,44.49691549051604,369,3.586207305373824,0.0011420084028345681
RBM39,Second,Control - PPROM,-151.01960784313516,42.153886182526044,369,-3.5825785359200637,0.0011574498291455804
CNTN2,Third,Control - PPROM,124.61923076922943,34.746870714036106,323,3.5864878824581203,0.0011610042114748131
GFAP,Third,Control - PPROM,-136.82692307692025,38.203926538017164,323,-3.5814884875972686,0.0011825797952427005
DMP1,Second,Control - PPROM,152.3660130718962,42.605603668631076,369,3.576196555198152,0.0011850832190893985
COMMD7,Second,Control - PPROM,190.0065359477132,53.20186722911881,369,3.571426076634346,0.001206141892750204
PSME3,Third,Control - PPROM,157.66923076922745,44.108821911761375,323,3.574550938690698,0.001213143865917418
NID2,Third,Control - PPROM,-150.63076923076756,42.1868585092415,323,-3.57056141541732,0.0012310542707994721
CD5L,Second,PPROM - sPTD,194.8225806451591,54.69052851375218,369,3.5622727726277152,0.0012475344141705026
TSLP,Second,Control - PPROM,184.57026143790787,51.81746778006076,369,3.5619313205600154,0.0012491039843532874
LBP,Second,Control - PPROM,189.0147058823518,53.08351596257074,369,3.5607043439930828,0.0012547593858994325
FGF9,Third,Control - PPROM,165.70769230768883,46.66327012137032,323,3.551137583728833,0.0013218553915867889
TBP,Third,Control - PPROM,137.78076923076674,38.87880404995485,323,3.5438530736113716,0.0013574997700099194
IL24,Third,Control - PPROM,-165.08076923076618,46.7109528390373,323,-3.534091239791726,0.0014066804116459437
DKK3,Third,Control - PPROM,164.46153846153504,46.538604967167146,323,3.5338734063378605,0.0014077966827399627
ERBB3,Second,Control - PPROM,-171.98856209150324,48.76313078904199,369,-3.5270205031657316,0.0014197212828215523
TSLP,Third,Control - PPROM,164.72692307692114,46.69812395855786,323,3.5274848133751084,0.0014409061535616543
DBNL,Third,Control - PPROM,-164.80384615384486,46.72317103966274,323,-3.527240178410512,0.0014421883873794417
PDE3A,Second,PPROM - sPTD,-178.22580645161236,50.60133568235607,369,-3.5221561654104128,0.001445157888164486
UFM1,Second,Control - PPROM,149.32843137254986,42.41548977549158,369,3.52061079956772,0.0014533278371667122
GFAP,Second,Control - PPROM,-154.80392156862578,43.99328095212881,369,-3.518808286589839,0.0014629118970450605
FLRT1,Third,Control - PPROM,-123.13461538461422,34.96486718256173,323,-3.521666898995858,0.001471691520307757
ENPP7,Third,Control - PPROM,164.00769230768884,46.72471201653423,323,3.5100846046873935,0.0015348221256508657
GCKR,Second,Control - PPROM,162.25163398692553,46.339825878608714,369,3.501343194770694,0.001558889191239951
CD5L,Third,Control - sPTD,45.91290322580655,13.09763808274594,323,3.5054337992656492,0.001560878413153456
MBD4,Third,PPROM - sPTD,-131.0403225806446,37.45181148225217,323,-3.4989047897654455,0.0015981568903260513
FGFR4,Third,Control - PPROM,-122.33461538461363,34.97356016223063,323,-3.4979171356059924,0.0016038681157263608
NAGK,Third,Control - PPROM,161.26923076922878,46.274328276232865,323,3.4850690820737182,0.0016799255722131743
FGFR4,Second,Control - PPROM,-146.39215686274338,42.137676858750176,369,-3.474139244872586,0.001720194866369418
FGF23,Second,Control - PPROM,-150.4836601307167,43.41836768437136,369,-3.4658986082722767,0.0017720564501915673
TBP,Second,Control - PPROM,154.62418300653366,44.62969292120173,369,3.464603336606828,0.0017803398003842616
NXPH1,Second,Control - sPTD,-51.160025300443074,14.775829166861788,369,-3.4624131561551383,0.0017944285342383366
GPNMB,Second,PPROM - sPTD,189.18548387096396,54.701719921340455,369,3.458492422962338,0.0018199099068106936
CD5L,Second,Control - PPROM,-183.60457516339812,53.352666640841974,369,-3.441338300845999,0.0019354237876089907
HGF,Third,Control - PPROM,161.1615384615356,46.77912709057011,323,3.445159165743028,0.0019382587552338646
FUT5,Second,Control - PPROM,-181.69444444444417,52.90873655957335,369,-3.4341104373162024,0.0019861162851421933
RSPO2,Third,Control - PPROM,-151.82307692307575,44.17508594971619,323,-3.4368484782552224,0.0019965265921266665
TPSB2,Second,PPROM - sPTD,-186.76612903225586,54.416791720742104,369,-3.4321414976228013,0.002000138716567968
DAPK2,Second,Control - PPROM,-183.28921568627402,53.41148703815968,369,-3.4316441247053016,0.002003695509737679
PAK6,Second,Control - PPROM,-165.65686274509622,48.31715969680384,369,-3.4285306459364238,0.0020260950043193195
AGR2,Second,Control - sPTD,-50.622285473329555,14.783561094484,369,-3.4242281105205157,0.002057433863887078
IDUA,Second,Control - sPTD,49.714526670885775,14.546791747245797,369,3.4175595234116436,0.002106901815515712
SLPI,Third,Control - PPROM,158.52692307692124,46.37104821192155,323,3.4186616259445586,0.0021297931080177922
NR1D1,Third,Control - PPROM,-117.28076923076675,34.32624308584158,323,-3.416650314381218,0.0021450306332482655
ZAP70,Third,PPROM - sPTD,154.65322580645,45.285599321062406,323,3.415064129106502,0.002157119141650671
XPNPEP1,Second,Control - PPROM,-180.82679738562064,53.07624874239427,369,-3.4069249743564964,0.0021880911374270538
RBM39,Third,Control - PPROM,-142.76538461538212,41.8569235687344,323,-3.4107949759122445,0.00218997149078842
CHST2,Second,Control - PPROM,156.27287581699028,45.96010714570698,369,3.400185193684592,0.0022410467434527564
NAGK,Second,Control - PPROM,156.03594771241936,45.942521285823716,369,3.3963296603089717,0.0022718752477079783
RASA1,Second,Control - PPROM,-170.97875816993428,50.373052660776274,369,-3.394250479941023,0.002288663847079074
TPSB2,Third,Control - PPROM,158.5807692307674,46.67256463116809,323,3.3977299187211716,0.002293434844831842
PIM1,Third,Control - PPROM,143.576923076921,42.262939974301155,323,3.3972298937136385,0.0022974837493203986
TNFSF18,Second,PPROM - sPTD,-179.12903225806323,52.88432792789898,369,-3.387185566625386,0.002346578494810261
ENPP7,Second,PPROM - sPTD,-176.50806451612854,52.12764803676913,369,-3.3860738238492085,0.0023558154337539675
KIF23,Second,Control - PPROM,-180.74183006535665,53.39685934378408,369,-3.384877543109598,0.0023657926008933284
C7,Second,Control - PPROM,-178.1960784313692,52.67380629827194,369,-3.383011233748931,0.0023814365797197494
PDE4D,Second,Control - PPROM,176.61764705882325,52.3518153572732,369,3.3736680543645345,0.0024612135695084207
HGF,Third,PPROM - sPTD,-161.5080645161276,47.89751113779863,323,-3.3719510822071186,0.002511084520784779
SHBG,Second,Control - PPROM,-173.19934640522774,51.44107512070747,369,-3.366946472226954,0.00252013815721285
MAPK14,Second,Control - PPROM,-174.19607843137086,51.73737858833781,369,-3.3669289628569743,0.0025202933540865663
SHBG,Third,Control - PPROM,-146.24807692307502,43.45918038169961,323,-3.365182583716171,0.0025713403964339387
FGF23,Third,Control - PPROM,-145.69615384615093,43.44634463378142,323,-3.353473234037412,0.0026787731888908506
HRG,Second,Control - PPROM,-176.20098039215654,52.62702744167563,369,-3.3481081671852517,0.0026923589791121843
BMP10,Second,PPROM - sPTD,181.8467741935477,54.315876495507574,369,3.347948812141292,0.00269386144858994
GCKR,Third,Control - PPROM,150.94615384615082,45.081232635182324,323,3.3483146982176644,0.002727416505458939
