target,trimester,contrast,estimate,se,df,t_ratio,p_value
NUDC3,Second,Control - PPROM,209.84640522876052,46.27701996304984,369,4.534570406571418,2.34416473499636e-5
STX1a,Second,Control - PPROM,-187.09313725490284,41.3038356051144,369,-4.529679496200015,2.3961498245537093e-5
TARC,Second,Control - sPTD,-65.97701876449497,14.56914197085491,369,-4.528545256575839,2.408362677604247e-5
FGF-6,Third,Control - sPTD,-58.26811414391924,12.85287354004326,323,-4.533469808318298,2.455324408847249e-5
C5,Second,PPROM - sPTD,-196.77419354838733,43.55866487193409,369,-4.517452362851777,2.530996951602928e-5
complement factor H-related 5,Third,PPROM - sPTD,-206.90322580645173,45.71714771116462,323,-4.525724726171482,2.5414065935589715e-5
SCGF-beta,Second,Control - PPROM,-206.66013071895418,45.75721600965741,369,-4.516448961303436,2.5423806407223017e-5
hnRNP A/B,Second,PPROM - sPTD,202.66129032258013,44.877551828789336,369,4.5158722359843875,2.5489458652048608e-5
CSK21,Second,PPROM - sPTD,-213.1048387096762,47.25192713389851,369,-4.509971373353678,2.617060597208996e-5
UFM1,Third,Control - PPROM,-184.9538461538442,40.927129495236464,323,-4.519101350007239,2.61731361429815e-5
Clusterin,Third,Control - PPROM,184.93846153845993,40.93588322086656,323,4.51775916353479,2.63295872617473e-5
kallikrein 14,Third,Control - PPROM,-175.93846153845908,38.9502735302213,323,-4.517001951268696,2.6418246963639863e-5
annexin II,Third,Control - PPROM,-182.7538461538448,40.47615001149503,323,-4.515099536441672,2.664226138259325e-5
CD30,Third,PPROM - sPTD,198.93548387096635,44.06943670723115,323,4.514137205623142,2.675627180887233e-5
Periostin,Third,Control - PPROM,183.44615384615128,40.65323984749444,323,4.5124608649723035,2.6955992705142903e-5
NRX3B,Second,PPROM - sPTD,196.07258064516054,43.550645001059166,369,4.502173977914494,2.7097501547834258e-5
Thymidine kinase,Second,PPROM - sPTD,219.96774193548322,48.87056762982283,369,4.501026949424051,2.7236481095426722e-5
GPNMB,Third,PPROM - sPTD,205.66935483871032,45.6188250758822,323,4.508431650674926,2.744190805660918e-5
Semaphorin-6A,Second,Control - sPTD,65.53246890154068,14.565469311572198,369,4.499166315875276,2.7463379956290888e-5
MBL,Second,Control - sPTD,-65.01127978073173,14.457692900141572,369,-4.496656570986864,2.7772310257913637e-5
Tropomyosin 2,Third,PPROM - sPTD,189.36290322580504,42.04463735052619,323,4.503853883839842,2.8004180810375524e-5
Activin A,Second,Control - PPROM,204.16339869281148,45.42391049550472,369,4.494624008935031,2.802494345398828e-5
Survivin,Second,Control - sPTD,-65.5556609740685,14.587420332064415,369,-4.493985878364763,2.810471226842112e-5
NOTC2,Second,PPROM - sPTD,190.90322580645088,42.500801671099644,369,4.49175587989589,2.8385184722076177e-5
MMP-2,Third,PPROM - sPTD,-205.50806451612758,45.668888366880914,323,-4.499957670639561,2.8491436043195883e-5
IGFBP-7,Second,Control - PPROM,-196.37581699346458,43.818946218001884,369,-4.481527602614703,2.9706381558012795e-5
HINT1,Second,PPROM - sPTD,-231.6935483870944,51.7273649727081,369,-4.479129151646103,3.00246213157733e-5
CK-MB,Second,PPROM - sPTD,-210.90322580645142,47.1141819063053,369,-4.476427633315781,3.0386988836625778e-5
NCAM-L1,Third,Control - PPROM,184.55384615384253,41.15213760192396,323,4.4846721679219455,3.0482768535034302e-5
Sialoadhesin,Second,PPROM - sPTD,-231.79838709677242,51.81371467542338,369,-4.473687874896192,3.075876709870135e-5
IFN-lambda 1,Second,Control - sPTD,-65.33976386253548,14.606228751953203,369,-4.473417811822095,3.0795649223129445e-5
CKAP2,Second,PPROM - sPTD,-197.87096774193503,44.25351903010085,369,-4.471304702510663,3.108570111780094e-5
CK-BB,Second,Control - sPTD,64.33986928104835,14.390574064412798,369,4.470973082314886,3.1131457463003815e-5
HCG,Second,PPROM - sPTD,-210.85483870967676,47.190978309950765,369,-4.468117556808853,3.152813878279626e-5
PTK6,Second,Control - sPTD,64.49757537423491,14.43511796166981,369,4.468101718704212,3.153035242197516e-5
RANK,Second,Control - PPROM,-199.11601307189596,44.58024693982834,369,-4.4664627663604115,3.1760230692667864e-5
IGF-I sR,Second,Control - PPROM,-207.91176470588192,46.559017161916266,369,-4.465553127610839,3.188850847931767e-5
FGF-8A,Third,Control - PPROM,-178.11538461538265,39.81567382060927,323,-4.473499190742996,3.202210948844309e-5
Cathepsin V,Second,Control - PPROM,-208.97712418300645,46.82203757623483,369,-4.463221487163038,3.221959023890877e-5
IL-1a,Second,Control - PPROM,208.95751633986805,46.834026100063,369,4.461660329893931,3.244310633395674e-5
LIMP II,Second,Control - PPROM,208.95424836601254,46.83602289413032,369,4.461400337905282,3.248047435575986e-5
TIG2,Second,Control - PPROM,188.91993464052348,42.35292942743857,369,4.460610805309035,3.259420504977365e-5
Kallikrein 7,Third,Control - PPROM,170.74615384615151,38.21631390347492,323,4.467886522949718,3.282325713149336e-5
Ficolin-3,Third,Control - PPROM,184.31923076922862,41.281629199902305,323,4.464921427317719,3.3254218062164256e-5
Fucosyltransferase 3,Second,Control - PPROM,-189.86928104575182,42.61016394946336,369,-4.455962227015629,3.3271604382190433e-5
HPV E7 Type 16,Third,Control - PPROM,184.276923076919,41.304786434853426,323,4.461393920231582,3.3773993001112974e-5
MCP-1,Second,Control - sPTD,-64.14832384566978,14.408263254710555,369,-4.4521898796301835,3.3831216777388834e-5
TPSG1,Third,Control - PPROM,184.26153846153642,41.31319262966307,323,4.460113748973149,3.3964544996318544e-5
BMP-1,Second,Control - PPROM,-207.55228758169824,46.62849547172788,369,-4.45118988897128,3.3981067405519336e-5
Carbonic anhydrase XIII,Second,Control - sPTD,65.09371705671595,14.629302382337062,369,4.4495434816705925,3.4229171825853635e-5
Apo E4,Second,Control - PPROM,208.80392156862774,46.92747689474174,369,4.44950241064472,3.423538314260761e-5
LY86,Second,PPROM - sPTD,-194.5564516129024,43.736891043233584,369,-4.448337478322015,3.441201054279158e-5
FN1.3,Third,PPROM - sPTD,207.24999999999724,46.50355277960617,323,4.456648742134072,3.448549341578268e-5
Apo D,Third,Control - PPROM,-175.89999999999753,39.47966795154109,323,-4.455457938904252,3.466628810092145e-5
Cystatin M,Second,PPROM - sPTD,-237.43548387096655,53.41281088958053,369,-4.445290931454876,3.487806728185606e-5
XEDAR,Second,Control - sPTD,63.9741724646873,14.402405412114682,369,4.441908878004155,3.540253397718307e-5
CD70,Second,Control - PPROM,207.95424836601285,46.84025362721865,369,4.439648214141428,3.5757308320985276e-5
BMP-1,Third,Control - PPROM,-184.10769230769017,41.39682698126051,323,-4.4473865688071195,3.5915907696102266e-5
sRANKL,Third,Control - PPROM,176.18846153845965,39.61641081458128,323,4.447360523473051,3.59200091245009e-5
Lactoferrin,Second,Control - sPTD,-64.89036474805003,14.620544703845237,369,-4.438300081322121,3.5970494799382405e-5
FSH,Third,Control - sPTD,56.634243176176824,12.736044129782965,323,4.446768761089549,3.6013316634005116e-5
ENA-78,Third,Control - PPROM,-166.90384615384403,37.54210039966685,323,-4.445778056555545,3.617004871571101e-5
Mesothelin,Second,PPROM - sPTD,-234.59677419354543,52.895301386659995,369,-4.4351155592944576,3.6478925387064705e-5
GOT1,Third,Control - PPROM,-164.16153846153668,36.94717165541066,323,-4.443142224595596,3.659023547747647e-5
FGR,Third,Control - sPTD,56.54975186104042,12.734050206982976,323,4.440829974899126,3.6962688842418595e-5
PRL,Third,Control - PPROM,184.02307692307483,41.44249558966317,323,4.440443904371795,3.7025229489381815e-5
Cadherin-6,Second,Control - PPROM,-180.25000000000145,40.68374915016837,369,-4.43051596190602,3.7225454343930246e-5
Endothelin-converting enzyme 1,Third,Control - PPROM,-176.62692307692114,39.81454726690923,323,-4.436240901920786,3.7712682691651787e-5
Thrombopoietin Receptor,Second,Control - PPROM,197.16830065359426,44.54641601208484,369,4.426131624149183,3.795065671834366e-5
ULBP-3,Third,PPROM - sPTD,-174.33064516128897,39.33217990941107,323,-4.432265019706589,3.837423758640341e-5
Nucleoside diphosphate kinase A,Third,PPROM - sPTD,-198.72580645161275,44.85116748255702,323,-4.430783357621602,3.8623607958485976e-5
ERBB4,Third,Control - PPROM,183.88461538461337,41.51672292026497,323,4.429169800751696,3.889694351951397e-5
SAP,Third,PPROM - sPTD,-206.4193548387076,46.61584159619558,323,-4.428094565508261,3.9080116110432235e-5
FN1.3,Third,Control - sPTD,56.36923076923186,12.740469225444025,323,4.424423447188014,3.9711763219214024e-5
KPCI,Third,Control - sPTD,-56.586228287839546,12.795558313410549,323,-4.422333664685317,4.007568626660468e-5
Somatostatin-28,Second,Control - PPROM,208.33660130718908,47.206837201775194,369,4.413271755883588,4.015668147455193e-5
Neurotrophin-5,Second,Control - PPROM,-198.54084967320318,45.000019138394165,369,-4.412017005206281,4.037838472340312e-5
LCMT1,Second,Control - PPROM,204.09640522875878,46.29927178816302,369,4.408199035237063,4.106021990788438e-5
PLK-1,Second,Control - sPTD,-64.45424836601335,14.627026461570171,369,-4.406517519835973,4.1363999912480794e-5
FSTL3,Second,Control - PPROM,202.18790849673286,45.92082348034455,369,4.40296782968788,4.201236480152474e-5
Hat1,Third,Control - sPTD,-57.198014888336814,12.967923090919815,323,-4.410730576308481,4.2155154160301765e-5
Macrophage scavenger receptor,Third,Control - PPROM,-182.93846153845988,41.49358760594078,323,-4.408836933451084,4.2504192800121766e-5
FABP,Second,Control - sPTD,63.37001897533456,14.402231925468069,369,4.400013782813392,4.255934201430892e-5
KI2L4,Third,Control - PPROM,-170.57692307692145,38.69759342883038,323,-4.407946540412993,4.266926666226971e-5
NRX1B,Second,Control - PPROM,207.7712418300656,47.24752034606995,369,4.397505738041299,4.3029083101127485e-5
LAG-3,Third,Control - PPROM,152.13461538461388,34.55171145715363,323,4.403099266827078,4.3578753061443345e-5
TRAIL R1,Third,Control - PPROM,153.33846153845994,34.833590538864186,323,4.402028592699299,4.378213141138154e-5
BARK1,Third,Control - PPROM,-179.32307692307535,40.7452783439941,323,-4.401076252544677,4.396379564165828e-5
Cytidylate kinase,Third,Control - sPTD,-57.043796526054535,12.965815286931653,323,-4.399553384317408,4.425579278431796e-5
Thyroxine-Binding Globulin,Second,Control - PPROM,-190.4362745098051,43.38368964362687,369,-4.389582261770132,4.454593845777425e-5
MRCKB,Third,Control - PPROM,-153.09615384615233,34.82621095213368,323,-4.396003747194114,4.494363531375502e-5
NRX1B,Third,Control - PPROM,183.4653846153824,41.737689705903414,323,4.395676567345626,4.500754859094613e-5
I-309,Third,Control - PPROM,171.39230769230568,38.99738221319457,323,4.394969558605807,4.51459573992353e-5
CAPG,Third,Control - PPROM,166.842307692306,37.96968326319843,323,4.394092690628671,4.531818546669699e-5
Cathepsin V,Third,Control - sPTD,-55.950496277913786,12.742242902416406,323,-4.390945668388057,4.594149811291734e-5
OX40 Ligand,Second,Control - sPTD,-63.99715370018977,14.607691349336726,369,-4.381058729249205,4.623478387582152e-5
TNR4,Second,PPROM - sPTD,-234.51612903225296,53.55949710246754,369,-4.378609615836901,4.673127520857865e-5
MDM2,Second,PPROM - sPTD,232.94354838709592,53.239635266387864,369,4.375378366541172,4.739413614316376e-5
ESAM,Second,Control - PPROM,-207.81699346405284,47.50879868611551,369,-4.37428432651124,4.7620600677796065e-5
"CXCL16, soluble",Third,Control - PPROM,183.29615384615096,41.82529322584282,323,4.382423641513092,4.767090337963324e-5
CRP,Third,PPROM - sPTD,197.6774193548382,45.10826300229287,323,4.382288436705935,4.769883704752521e-5
UB2L3,Third,PPROM - sPTD,-173.5322580645149,39.610643658303424,323,-4.38095022038699,4.797616274860274e-5
PTHrP,Second,PPROM - sPTD,185.7338709677414,42.485887316511864,369,4.371660395934749,4.816797866182375e-5
Aurora kinase A,Third,Control - PPROM,157.56923076922945,35.98174940005296,323,4.379143132184605,4.835310654674029e-5
Albumin,Second,Control - PPROM,207.767973856209,47.53682112403079,369,4.370674541196409,4.837518987727929e-5
ENTP5,Second,Control - PPROM,-193.11274509803923,44.221474125680004,369,-4.366944994850275,4.916682697926191e-5
Chitotriosidase-1,Second,PPROM - sPTD,233.60483870967508,53.49402638135264,369,4.3669331794980915,4.9169354506948295e-5
KPCT,Second,Control - PPROM,177.50000000000114,40.68234157934908,369,4.363072357912225,5.000194994374762e-5
ACE2,Second,Control - PPROM,202.99019607843223,46.52912856944933,369,4.362647707348511,5.0094346068885176e-5
Galectin-8,Second,Control - PPROM,181.51307189542538,41.6078889260696,369,4.362467709379449,5.0133559587003826e-5
Cadherin-5,Third,Control - PPROM,158.03846153846013,36.223649757746315,323,4.362853069621017,5.188152495841468e-5
IL-3,Third,PPROM - sPTD,-191.83870967741748,43.97160320850742,323,-4.3627863366214825,5.189647391609217e-5
PKB a/b/g,Third,Control - PPROM,-177.96538461537904,40.81394703186552,323,-4.360406124809062,5.243237323512285e-5
GHC2,Second,PPROM - sPTD,-196.60483870967687,45.18828165623374,369,-4.350792539652924,5.274075753913259e-5
Ck-b-8-1,Third,Control - sPTD,56.11153846153719,12.885120361405868,323,4.354754700592877,5.3726081148088825e-5
Siglec-6,Third,PPROM - sPTD,-192.07258064515955,44.131756343744925,323,-4.352253265179264,5.430840663720354e-5
LAG-3,Second,PPROM - sPTD,184.43548387096808,42.49528214468886,369,4.340140235873671,5.523229658142764e-5
IL-6,Second,PPROM - sPTD,-203.37903225806326,46.89457719131227,369,-4.336941378708953,5.600221904027359e-5
HPLN1,Third,Control - sPTD,-56.357940446649636,12.98727033523211,323,-4.339475424159052,5.7378524435757535e-5
PDE4D,Second,PPROM - sPTD,-232.3064516129018,53.664580063405324,369,-4.328859954525481,5.7993300603315066e-5
ASGR1,Third,Control - PPROM,182.02307692307517,41.97062071422474,323,4.336916486474161,5.801300275854612e-5
Peroxiredoxin-6,Second,PPROM - sPTD,187.99999999999892,43.432991419083095,369,4.328506829888711,5.808182822979227e-5
Sphingosine kinase 1,Third,Control - PPROM,-181.8384615384594,41.938883510346734,323,-4.335796433245489,5.8292822670457016e-5
Caspase-3,Third,Control - PPROM,-182.66538461538363,42.14385857036336,323,-4.334329859958257,5.866116569374022e-5
IL-4 sR,Third,Control - sPTD,55.541439205956245,12.814481058604628,323,4.33427143494519,5.8675885686217234e-5
DRG-1,Second,PPROM - sPTD,-195.7338709677414,45.25055025284864,369,-4.325557808115702,5.882620477736199e-5
ENTP5,Third,PPROM - sPTD,-193.77419354838528,44.72353021744554,323,-4.332712391134069,5.906998963375378e-5
PK3CG,Second,Control - sPTD,63.16571790006318,14.61308384770443,369,4.322545368135001,5.9596003013527785e-5
GP1BA,Second,Control - PPROM,207.09803921568772,47.911886470307,369,4.322477248814551,5.9613521080860935e-5
IL-20,Second,PPROM - sPTD,-231.83064516128724,53.640165028913124,369,-4.321959953634107,5.9746713281809946e-5
IL-1 sR9,Second,Control - PPROM,-207.0751633986921,47.92443562644795,369,-4.320868064316108,6.002878565938678e-5
UBE2N,Second,PPROM - sPTD,-184.66129032258098,42.74288759194858,369,-4.320281121048204,6.018093891592109e-5
ECM1,Second,Control - sPTD,-62.428209993673974,14.453604708829646,369,-4.3192138744141,6.045854645606018e-5
TGM3,Third,Control - sPTD,55.17146401984924,12.752755204419346,323,4.326238772365841,6.073368435979255e-5
MIP-3b,Second,Control - sPTD,62.22559561459251,14.415748644284767,369,4.316501150931368,6.116969004842634e-5
sICAM-2,Second,Control - PPROM,-206.29738562091492,47.80642734813434,369,-4.3152646425264765,6.149648904959186e-5
Galectin-4,Third,PPROM - sPTD,-164.5564516129014,38.07651819303152,323,-4.321730542132849,6.191865925079742e-5
hnRNP A2/B1,Second,Control - PPROM,-206.44281045751654,47.863201792853616,369,-4.313184298680583,6.205007646570626e-5
Plasmin,Third,PPROM - sPTD,197.66129032258186,45.74834501588454,323,4.320621658640346,6.221349694258724e-5
MATK,Second,Control - PPROM,198.89379084967385,46.12515958271591,369,4.312045587462935,6.235510605546939e-5
IFN-lambda 2,Second,Control - PPROM,206.94117647058783,47.99759900143863,369,4.311490174006104,6.250440571401139e-5
GFRa-1,Second,Control - PPROM,190.03921568627516,44.09215461950668,369,4.310046023520939,6.289420621634589e-5
Ephrin-B3,Second,PPROM - sPTD,-229.20967741935277,53.223192561148466,369,-4.306575129930665,6.38405852706588e-5
EPHB2,Third,Control - PPROM,170.3769230769201,39.51484165253626,323,4.311719747609932,6.462954617131622e-5
GFRa-2,Third,PPROM - sPTD,155.97580645161185,36.1794251363813,323,4.311174261715003,6.478047660685106e-5
SH21A,Third,PPROM - sPTD,201.0967741935463,46.68781397729493,323,4.307264724181412,6.587211347364207e-5
HCC-1,Second,Control - sPTD,62.600569259963926,14.563114814944065,369,4.298570055612403,6.607543227707016e-5
calgranulin B,Second,Control - PPROM,-205.70588235294062,47.8594289980876,369,-4.298126548086488,6.620141131615014e-5
DKK3,Second,PPROM - sPTD,-227.01612903225657,52.85072464845561,369,-4.295421312428313,6.697482241276595e-5
LYNB,Third,Control - PPROM,-182.24230769230542,42.350602214255474,323,-4.3031810213778146,6.703115560368716e-5
DLRB1,Third,Control - PPROM,-182.23846153845938,42.352456501022445,323,-4.302901805331171,6.71111112573788e-5
Fractalkine/CX3CL-1,Second,Control - PPROM,206.17156862745094,48.01178895921425,369,4.294186346661495,6.733075558235189e-5
gpIIbIIIa,Second,Control - PPROM,-202.82352941176558,47.23785212876638,369,-4.293665360967003,6.748145192330794e-5
MATN2,Third,Control - PPROM,174.7538461538444,40.6611977012283,323,4.297803705584536,6.858712376712342e-5
Cystatin M,Second,Control - sPTD,-61.85705249841763,14.420046393413623,369,-4.289656968556698,6.865171609326623e-5
"Fas ligand, soluble",Second,Control - PPROM,206.62418300653582,48.16840053439261,369,4.289621011164873,6.866230121908132e-5
a2-Macroglobulin,Second,Control - PPROM,-174.50000000000082,40.68018635262272,369,-4.289557537603328,6.86809903526472e-5
Spondin-1,Second,Control - sPTD,62.78115117014569,14.639020821655368,369,4.288616836808792,6.895854043810989e-5
HSP 90a/b,Third,Control - PPROM,-162.34615384615233,37.786981371701884,323,-4.296351493367263,6.90132187394996e-5
ERK-1,Second,Control - sPTD,-61.978072949612226,14.452613863157085,369,-4.288364273510972,6.903324054909144e-5
Epithelial cell kinase,Second,Control - sPTD,62.08317520556828,14.47872924822729,369,4.287888401060436,6.917419846940897e-5
PBEF,Second,Control - PPROM,-206.42320261437936,48.14339282494095,369,-4.287674600852823,6.923761760755024e-5
Apo E,Second,Control - PPROM,187.4967320261448,43.73931171106107,369,4.286686842827695,6.953133625485483e-5
KREM2,Third,Control - PPROM,-182.11923076922858,42.40971557697858,323,-4.2942808809613675,6.962513811078373e-5
ON,Third,Control - PPROM,-147.3653846153829,34.32331288163741,323,-4.293448744984688,6.987251399100068e-5
Coagulation Factor Xa,Second,Control - PPROM,-206.562091503268,48.201481244503704,369,-4.285388875405603,6.9919108864686e-5
LCMT1,Third,Control - PPROM,151.16923076922873,35.221643674953825,323,4.291941402971078,7.0322754935563e-5
IL-17,Third,Control - PPROM,182.05384615384446,42.44093200271404,323,4.289581721301557,7.103316236951686e-5
Carbonic anhydrase I,Third,Control - PPROM,177.4692307692286,41.372404487429186,323,4.289555634194571,7.104105438044057e-5
kallikrein 14,Second,Control - PPROM,-189.15849673202734,44.19397313427266,369,-4.280187620997894,7.149383245825003e-5
Contactin-4,Second,Control - PPROM,-201.3839869281049,47.059723586264134,369,-4.27932787490671,7.175736939884857e-5
RASA1,Third,PPROM - sPTD,184.84677419354693,43.11973969309664,323,4.286824909175888,7.187181997450848e-5
IL-2,Third,Control - PPROM,-166.76538461538286,38.926255072515595,323,-4.284136357446052,7.26988223221304e-5
Plasminogen,Second,Control - PPROM,-198.79575163398596,46.50921280186599,369,-4.274330603720949,7.330764649048438e-5
Oxidized PARK7,Second,Control - sPTD,62.62080961416921,14.652663176486186,369,4.2736810953697315,7.351147393509032e-5
ATP synthase beta chain,Second,Control - sPTD,-62.1022559561479,14.532941692936744,369,-4.2732061593786375,7.366085994942235e-5
Granulysin,Second,PPROM - sPTD,229.67741935483636,53.78297905485343,369,4.270448074670383,7.453413384915468e-5
SHC1,Second,Control - PPROM,206.33986928104653,48.31887477521193,369,4.27037819570461,7.455638708751232e-5
GDF-11,Second,Control - sPTD,-62.17320261437858,14.55951945576153,369,-4.270278480226574,7.458815287257259e-5
IL-12 Rb1,Third,PPROM - sPTD,-199.61290322580663,46.678131741895754,323,-4.276368735783076,7.513956363824814e-5
BMP RII,Second,Control - PPROM,206.30718954248368,48.33600706338417,369,4.268188501212938,7.52569279298876e-5
SCGF-alpha,Second,Control - PPROM,-200.33333333333326,46.9438499420445,369,-4.267509664858313,7.547537911540761e-5
BCAM,Second,Control - PPROM,-204.17320261437902,47.88428018043909,369,-4.263887894837449,7.665114627514237e-5
DPP2,Third,PPROM - sPTD,-166.21774193548282,38.91241077829298,323,-4.271586843655707,7.668086570896109e-5
OCAD1,Third,Control - PPROM,-169.39230769230625,39.6713009596357,323,-4.2698954557769,7.723323227712804e-5
ANGL4,Second,PPROM - sPTD,-225.10483870967593,52.81723095553425,369,-4.261958354067958,7.728467164567747e-5
GV,Third,Control - PPROM,-155.53076923076762,36.44372690816802,323,-4.267696594881162,7.795701341817584e-5
NKp46,Third,Control - PPROM,181.7307692307669,42.59327863375331,323,4.266653684808223,7.830256122454302e-5
resistin,Second,PPROM - sPTD,-228.58064516128965,53.707920711930896,369,-4.25599505866761,7.927435830705362e-5
HSP 40,Third,Control - PPROM,-157.24615384615203,36.88635357012818,323,-4.2629899306039105,7.952811203764396e-5
Cathepsin B,Second,PPROM - sPTD,-210.38709677419274,49.44396279615903,369,-4.255061384168348,7.959027885898042e-5
MMEL2,Third,Control - PPROM,-153.52692307692126,36.019355996602556,323,-4.26234503169358,7.9745723273753e-5
ALCAM,Third,Control - PPROM,181.66923076922825,42.6219406452862,323,4.262340663489241,7.97471991951034e-5
PSMA,Second,Control - sPTD,-61.92905334176871,14.55970061311442,369,-4.253456508988041,8.013611960942251e-5
FGFR-2,Second,Control - sPTD,-61.670988825637004,14.503992991829982,369,-4.252000732513862,8.063433984301139e-5
amyloid precursor protein,Second,PPROM - sPTD,-180.68548387096737,42.49441504039122,369,-4.251981906309915,8.064080219133308e-5
Aminoacylase-1,Second,Control - PPROM,181.52124183006617,42.700419873758335,369,4.251041145888604,8.096436138882204e-5
PDGF-AA,Third,Control - PPROM,-148.1192307692289,34.80005067717059,323,-4.256293536560784,8.181561138622985e-5
LEAP-1,Third,Control - PPROM,181.54999999999873,42.677150541447354,323,4.254032841852465,8.260196104043494e-5
CATZ,Third,Control - PPROM,181.5423076923056,42.68069787998771,323,4.253499045464949,8.278868511246313e-5
ERBB2,Second,Control - sPTD,-62.09624710099229,14.630409556802409,369,-4.244327327946922,8.33097186334084e-5
LRRT3,Second,Control - PPROM,200.01960784313655,47.13315799732342,369,4.243713265605822,8.352743854997276e-5
Cripto,Third,Control - PPROM,-178.83076923076675,42.084761760442504,323,-4.249299788097135,8.427172823682567e-5
MMEL2,Second,Control - PPROM,-177.29084967320412,41.809016375827476,369,-4.240493200784976,8.467805495365773e-5
ABL2,Second,PPROM - sPTD,-207.0564516129026,48.83059611734334,369,-4.240301533803344,8.474701769632716e-5
CDK2/cyclin A,Second,Control - sPTD,61.78241619228521,14.575486684741676,369,4.238789244475934,8.529303039676254e-5
RAN,Second,PPROM - sPTD,204.74193548386955,48.35581856997916,369,4.234070305056937,8.701847465935136e-5
Glypican 3,Second,Control - sPTD,-61.34545646215696,14.497643086933461,369,-4.231408932769688,8.80062253208963e-5
ERBB1,Third,Control - sPTD,54.47096774193395,12.850916867305228,323,4.2386833799008325,8.81351140740944e-5
PLCG1,Second,PPROM - sPTD,-217.47580645161167,51.42166405406251,369,-4.22926426929644,8.880997960316632e-5
Rab GDP dissociation inhibitor beta,Third,Control - PPROM,-146.35769230769063,34.57086563392833,323,-4.233555903906935,9.00610590194466e-5
IL-12 Rb1,Third,Control - sPTD,-54.120595533499866,12.78829821405918,323,-4.232040466025483,9.063792713843661e-5
CCL28,Second,PPROM - sPTD,-217.40322580644943,51.490709442844526,369,-4.222183538717219,9.151366008604533e-5
kallikrein 5,Second,Control - PPROM,205.6045751633987,48.696281258057475,369,4.222182266317894,9.151415291889112e-5
CNTFR alpha,Third,Control - PPROM,169.49999999999687,40.07955142782029,323,4.229089247798876,9.177148148234176e-5
"gp130, soluble",Second,Control - sPTD,-61.28600042167619,14.518201400522269,369,-4.221321824304733,9.184800468466455e-5
MMP-12,Third,Control - PPROM,147.31923076922953,34.84628274240983,323,4.227688556000092,9.231420744622708e-5
ING1,Third,Control - PPROM,-150.4807692307681,35.61850254143224,323,-4.224792130318378,9.34462206600016e-5
KPCT,Third,PPROM - sPTD,197.45967741935465,46.74383295907993,323,4.224293664411582,9.364236835787412e-5
AMHR2,Third,Control - sPTD,-54.75409429280302,12.962661851658918,323,-4.223985391225473,9.376387133414052e-5
VCAM-1,Third,PPROM - sPTD,161.95161290322395,38.34747493402491,323,4.223266673538593,9.404773187896329e-5
TrkA,Third,Control - PPROM,-178.6115384615361,42.315130397712615,323,-4.2209851838526085,9.495426104374889e-5
D-dimer,Third,Control - PPROM,180.04615384615266,42.688251430090176,323,4.217698027313468,9.627506139795375e-5
FCGR1,Third,PPROM - sPTD,151.24999999999847,35.8828311450566,323,4.215107759712974,9.732818221736708e-5
AN32B,Third,Control - PPROM,146.61538461538322,34.80187524419714,323,4.212858749323568,9.825146787527064e-5
6-Phosphogluconate dehydrogenase,Second,PPROM - sPTD,195.02419354838634,46.38150789872928,369,4.204783379923907,9.849529962752726e-5
SAP,Third,Control - sPTD,-53.773200992556966,12.77123272901759,323,-4.2104941733916235,9.923120852027657e-5
SCF sR,Third,Control - PPROM,180.38076923076784,42.872678025610234,323,4.207359501149342,1.0054441210736636e-4
IL22RA1,Third,Control - PPROM,-179.22307692307447,42.612206397005636,323,-4.205909340936368,1.0115752095173242e-4
NPS-PLA2,Second,Control - PPROM,183.5326797385622,43.71592430018668,369,4.198302624880757,1.0122323163465338e-4
AK1A1,Second,PPROM - sPTD,-217.24193548386967,51.747459118344224,369,-4.19811792086345,1.0130202504562248e-4
ARGI1,Third,Control - sPTD,54.597270471464135,12.982612251265143,323,4.205414859104621,1.013673958754618e-4
OBCAM,Second,Control - PPROM,-170.75000000000136,40.67657860946928,369,-4.197747348402889,1.014602850432129e-4
Properdin,Third,PPROM - sPTD,-197.6451612903212,47.003937525644695,323,-4.204863926186795,1.0160171992167644e-4
discoidin domain receptor 1,Second,Control - sPTD,-60.7044064937826,14.46599832720928,369,-4.1963509963638606,1.0205874447332938e-4
Chitotriosidase-1,Second,Control - sPTD,60.59340080117961,14.44197242838002,369,4.195645788805628,1.0236226575072121e-4
SCF sR,Second,PPROM - sPTD,-226.05645161290133,53.91121914947683,369,-4.193124458679489,1.034545020341096e-4
b-Endorphin,Second,Control - PPROM,170.49673202614505,40.679461767696,369,4.191223890812104,1.0428516182092501e-4
FCG2A/B,Second,Control - PPROM,202.70261437908357,48.40736332773539,369,4.187433490370327,1.0596081759016213e-4
DAN,Third,PPROM - sPTD,155.41129032258002,37.077810350115634,323,4.191490512926024,1.0745086442033382e-4
MMP-7,Third,Control - PPROM,-143.857692307691,34.32509504696393,323,-4.191035512381349,1.0765541248890643e-4
Peroxiredoxin-6,Third,Control - PPROM,-143.2499999999983,34.18458065204604,323,-4.190485805810942,1.0790303167859308e-4
SPHK2,Second,Control - PPROM,200.91503267973866,48.03910356511337,369,4.182322686505037,1.0826087745981257e-4
TGF-b2,Second,PPROM - sPTD,216.85483870967713,51.89678364896888,369,4.1785795469809575,1.0997554939715177e-4
RAC1,Second,Control - PPROM,-191.19934640522962,45.778774616950166,369,-4.176593803680269,1.1089566551383497e-4
