chromosome,gene,transcript,canonical,lof.oe_ci.upper,lof.oe_ci.upper_bin_decile,leiden,rowsum,norm_rank
chr5,IRF1,ENST00000245414,TRUE,0.531,1,9,25668979,0.17600938387455242
chr5,IRF1,ENST00000245414,TRUE,0.531,1,11,27291501,0.44284829023716976
chr5,IRF1,ENST00000245414,TRUE,0.531,1,6,176172529,0.5000376704588262
NA,IRF2,NM_002199.4,TRUE,0.483,NA,1,31471067,0.5062604807154835
NA,IRF2,NM_002199.4,TRUE,0.483,NA,15,28673883,0.06911603168179453
NA,IRF2,NM_002199.4,TRUE,0.483,NA,9,27528217,0.37875046302012594
NA,IRF2,NM_002199.4,TRUE,0.483,NA,11,18564177,0.04512421835389555
chr4,IRF2,ENST00000393593,TRUE,0.483,1,1,31471067,0.5062604807154835
chr4,IRF2,ENST00000393593,TRUE,0.483,1,15,28673883,0.06911603168179453
chr4,IRF2,ENST00000393593,TRUE,0.483,1,9,27528217,0.37875046302012594
chr4,IRF2,ENST00000393593,TRUE,0.483,1,11,18564177,0.04512421835389555
NA,IRF2BP1,NM_015649.3,TRUE,0.538,NA,1,27520396,0.3602571268865288
NA,IRF2BP1,NM_015649.3,TRUE,0.538,NA,15,28830629,0.0764872521246459
NA,IRF2BP1,NM_015649.3,TRUE,0.538,NA,9,29574519,0.5943943696752686
NA,IRF2BP1,NM_015649.3,TRUE,0.538,NA,11,43379637,0.8537547180440539
NA,IRF2BP1,NM_015649.3,TRUE,0.538,NA,0,30122195,0.8150260041355974
NA,IRF2BP1,NM_015649.3,TRUE,0.538,NA,6,176172529,0.5000376704588262
chr19,IRF2BP1,ENST00000302165,TRUE,0.538,1,1,27520396,0.3602571268865288
chr19,IRF2BP1,ENST00000302165,TRUE,0.538,1,15,28830629,0.0764872521246459
chr19,IRF2BP1,ENST00000302165,TRUE,0.538,1,9,29574519,0.5943943696752686
chr19,IRF2BP1,ENST00000302165,TRUE,0.538,1,11,43379637,0.8537547180440539
chr19,IRF2BP1,ENST00000302165,TRUE,0.538,1,0,30122195,0.8150260041355974
chr19,IRF2BP1,ENST00000302165,TRUE,0.538,1,6,176172529,0.5000376704588262
NA,IRF2BPL,NM_024496.4,TRUE,0.544,NA,1,36716012,0.6753493571827837
NA,IRF2BPL,NM_024496.4,TRUE,0.544,NA,15,34880751,0.8308955310169394
NA,IRF2BPL,NM_024496.4,TRUE,0.544,NA,9,30129240,0.6421163106556365
NA,IRF2BPL,NM_024496.4,TRUE,0.544,NA,11,48975407,0.9244549602839276
NA,IRF2BPL,NM_024496.4,TRUE,0.544,NA,0,31954725,0.916724105520396
NA,IRF2BPL,NM_024496.4,TRUE,0.544,NA,6,176172529,0.5000376704588262
chr14,IRF2BPL,ENST00000238647,TRUE,0.544,1,1,36716012,0.6753493571827837
chr14,IRF2BPL,ENST00000238647,TRUE,0.544,1,15,34880751,0.8308955310169394
chr14,IRF2BPL,ENST00000238647,TRUE,0.544,1,9,30129240,0.6421163106556365
chr14,IRF2BPL,ENST00000238647,TRUE,0.544,1,11,48975407,0.9244549602839276
chr14,IRF2BPL,ENST00000238647,TRUE,0.544,1,0,31954725,0.916724105520396
chr14,IRF2BPL,ENST00000238647,TRUE,0.544,1,6,176172529,0.5000376704588262
NA,IRF4,NM_002460.4,TRUE,0.383,NA,1,26386194,0.3203465623253214
NA,IRF4,NM_002460.4,TRUE,0.383,NA,15,30918110,0.2597271203098803
NA,IRF4,NM_002460.4,TRUE,0.383,NA,9,23156002,0.04568465242622546
NA,IRF4,NM_002460.4,TRUE,0.383,NA,11,27113056,0.4351304151878768
chr6,IRF4,ENST00000380956,TRUE,0.383,0,1,26386194,0.3203465623253214
chr6,IRF4,ENST00000380956,TRUE,0.383,0,15,30918110,0.2597271203098803
chr6,IRF4,ENST00000380956,TRUE,0.383,0,9,23156002,0.04568465242622546
chr6,IRF4,ENST00000380956,TRUE,0.383,0,11,27113056,0.4351304151878768
NA,IRF6,NM_006147.4,TRUE,0.214,NA,1,31707611,0.5131917272219116
NA,IRF6,NM_006147.4,TRUE,0.214,NA,15,32714378,0.5483609874544719
NA,IRF6,NM_006147.4,TRUE,0.214,NA,9,29432948,0.5808433139893814
NA,IRF6,NM_006147.4,TRUE,0.214,NA,11,31468955,0.5934313559799448
NA,IRF6,NM_006147.4,TRUE,0.214,NA,0,30129076,0.8154646281095307
NA,IRF6,NM_006147.4,TRUE,0.214,NA,6,176172529,0.5000376704588262
chr1,IRF6,ENST00000367021,TRUE,0.214,0,1,31707611,0.5131917272219116
chr1,IRF6,ENST00000367021,TRUE,0.214,0,15,32714378,0.5483609874544719
chr1,IRF6,ENST00000367021,TRUE,0.214,0,9,29432948,0.5808433139893814
chr1,IRF6,ENST00000367021,TRUE,0.214,0,11,31468955,0.5934313559799448
chr1,IRF6,ENST00000367021,TRUE,0.214,0,0,30129076,0.8154646281095307
chr1,IRF6,ENST00000367021,TRUE,0.214,0,6,176172529,0.5000376704588262
NA,IRF8,NM_002163.4,TRUE,0.462,NA,1,18628869,0.0737842370039128
NA,IRF8,NM_002163.4,TRUE,0.462,NA,15,37905895,0.9790137017979996
NA,IRF8,NM_002163.4,TRUE,0.462,NA,11,29140087,0.5126471748070531
NA,IRF8,NM_002163.4,TRUE,0.462,NA,0,25789316,0.3666896422081584
NA,IRF8,NM_002163.4,TRUE,0.462,NA,6,176172529,0.5000376704588262
chr16,IRF8,ENST00000268638,TRUE,0.462,1,1,18628869,0.0737842370039128
chr16,IRF8,ENST00000268638,TRUE,0.462,1,15,37905895,0.9790137017979996
chr16,IRF8,ENST00000268638,TRUE,0.462,1,11,29140087,0.5126471748070531
chr16,IRF8,ENST00000268638,TRUE,0.462,1,0,25789316,0.3666896422081584
chr16,IRF8,ENST00000268638,TRUE,0.462,1,6,176172529,0.5000376704588262
NA,IRF9,NM_006084.5,TRUE,0.499,NA,1,40028807,0.7609278926774734
NA,IRF9,NM_006084.5,TRUE,0.499,NA,15,31511114,0.34711221599121234
NA,IRF9,NM_006084.5,TRUE,0.499,NA,9,22385924,0.02907766390912458
NA,IRF9,NM_006084.5,TRUE,0.499,NA,11,27045395,0.4319193284885358
NA,IRF9,NM_006084.5,TRUE,0.499,NA,0,25747719,0.3621780813334169
NA,IRF9,NM_006084.5,TRUE,0.499,NA,6,176172529,0.5000376704588262
chr14,IRF9,ENST00000396864,TRUE,0.499,1,1,40028807,0.7609278926774734
chr14,IRF9,ENST00000396864,TRUE,0.499,1,15,31511114,0.34711221599121234
chr14,IRF9,ENST00000396864,TRUE,0.499,1,9,22385924,0.02907766390912458
chr14,IRF9,ENST00000396864,TRUE,0.499,1,11,27045395,0.4319193284885358
chr14,IRF9,ENST00000396864,TRUE,0.499,1,0,25747719,0.3621780813334169
chr14,IRF9,ENST00000396864,TRUE,0.499,1,6,176172529,0.5000376704588262
NA,IRX5,NM_005853.6,TRUE,0.413,NA,1,17307575,0.04264952487423142
NA,IRX5,NM_005853.6,TRUE,0.413,NA,11,21798498,0.1795391808912174
chr16,IRX5,ENST00000394636,TRUE,0.413,1,1,17307575,0.04264952487423142
chr16,IRX5,ENST00000394636,TRUE,0.413,1,11,21798498,0.1795391808912174
NA,ISL1,NM_002202.3,TRUE,0.235,NA,1,22963232,0.19843487982112912
NA,ISL1,NM_002202.3,TRUE,0.235,NA,15,31958316,0.4198415910273458
NA,ISL1,NM_002202.3,TRUE,0.235,NA,9,35663671,0.9423694283244846
NA,ISL1,NM_002202.3,TRUE,0.235,NA,11,36284578,0.7199594389048505
chr5,ISL1,ENST00000230658,TRUE,0.235,0,1,22963232,0.19843487982112912
chr5,ISL1,ENST00000230658,TRUE,0.235,0,15,31958316,0.4198415910273458
chr5,ISL1,ENST00000230658,TRUE,0.235,0,9,35663671,0.9423694283244846
chr5,ISL1,ENST00000230658,TRUE,0.235,0,11,36284578,0.7199594389048505
NA,ISY1,NM_020701.4,TRUE,0.352,NA,1,28232387,0.38574622694242594
NA,ISY1,NM_020701.4,TRUE,0.352,NA,15,31727541,0.3820315661675435
NA,ISY1,NM_020701.4,TRUE,0.352,NA,9,30138772,0.6431658229411038
NA,ISY1,NM_020701.4,TRUE,0.352,NA,11,49854168,0.9339192158188272
NA,ISY1,NM_020701.4,TRUE,0.352,NA,0,26584894,0.46074315433297824
NA,ISY1,NM_020701.4,TRUE,0.352,NA,6,176172529,0.5000376704588262
chr3,ISY1,ENST00000393295,TRUE,0.352,0,1,28232387,0.38574622694242594
chr3,ISY1,ENST00000393295,TRUE,0.352,0,15,31727541,0.3820315661675435
chr3,ISY1,ENST00000393295,TRUE,0.352,0,9,30138772,0.6431658229411038
chr3,ISY1,ENST00000393295,TRUE,0.352,0,11,49854168,0.9339192158188272
chr3,ISY1,ENST00000393295,TRUE,0.352,0,0,26584894,0.46074315433297824
chr3,ISY1,ENST00000393295,TRUE,0.352,0,6,176172529,0.5000376704588262
NA,ITCH,NM_031483.7,TRUE,0.343,NA,1,29365222,0.4313583007266629
NA,ITCH,NM_031483.7,TRUE,0.343,NA,15,30363890,0.1931548823495404
NA,ITCH,NM_031483.7,TRUE,0.343,NA,9,33104001,0.8507840474132609
NA,ITCH,NM_031483.7,TRUE,0.343,NA,11,35631322,0.705030702495634
NA,ITCH,NM_031483.7,TRUE,0.343,NA,0,24460668,0.2341625415126261
NA,ITCH,NM_031483.7,TRUE,0.343,NA,6,176172529,0.5000376704588262
chr20,ITCH,ENST00000374864,TRUE,0.343,0,1,29365222,0.4313583007266629
chr20,ITCH,ENST00000374864,TRUE,0.343,0,15,30363890,0.1931548823495404
chr20,ITCH,ENST00000374864,TRUE,0.343,0,9,33104001,0.8507840474132609
chr20,ITCH,ENST00000374864,TRUE,0.343,0,11,35631322,0.705030702495634
chr20,ITCH,ENST00000374864,TRUE,0.343,0,0,24460668,0.2341625415126261
chr20,ITCH,ENST00000374864,TRUE,0.343,0,6,176172529,0.5000376704588262
NA,ITGA5,NM_002205.5,TRUE,0.454,NA,1,27882043,0.3732252655114589
NA,ITGA5,NM_002205.5,TRUE,0.454,NA,15,34533510,0.7978840261316992
NA,ITGA5,NM_002205.5,TRUE,0.454,NA,9,24946075,0.1313742437337943
NA,ITGA5,NM_002205.5,TRUE,0.454,NA,11,54719479,0.9747056503858936
NA,ITGA5,NM_002205.5,TRUE,0.454,NA,0,24381265,0.22050253775299203
NA,ITGA5,NM_002205.5,TRUE,0.454,NA,6,176172529,0.5000376704588262
chr12,ITGA5,ENST00000293379,TRUE,0.454,1,1,27882043,0.3732252655114589
chr12,ITGA5,ENST00000293379,TRUE,0.454,1,15,34533510,0.7978840261316992
chr12,ITGA5,ENST00000293379,TRUE,0.454,1,9,24946075,0.1313742437337943
chr12,ITGA5,ENST00000293379,TRUE,0.454,1,11,54719479,0.9747056503858936
chr12,ITGA5,ENST00000293379,TRUE,0.454,1,0,24381265,0.22050253775299203
chr12,ITGA5,ENST00000293379,TRUE,0.454,1,6,176172529,0.5000376704588262
NA,ITGA6,NM_001316306.2,TRUE,0.565,NA,1,37021519,0.683733929569592
NA,ITGA6,NM_001316306.2,TRUE,0.565,NA,15,34507014,0.7951667919292363
NA,ITGA6,NM_001316306.2,TRUE,0.565,NA,9,27620610,0.388504753673293
NA,ITGA6,NM_001316306.2,TRUE,0.565,NA,11,21148240,0.14579460312095094
NA,ITGA6,NM_001316306.2,TRUE,0.565,NA,0,25451003,0.33398082586628236
NA,ITGA6,NM_001316306.2,TRUE,0.565,NA,6,176172529,0.5000376704588262
chr2,ITGA6,ENST00000684293,TRUE,0.52,1,1,37021519,0.683733929569592
chr2,ITGA6,ENST00000684293,TRUE,0.52,1,15,34507014,0.7951667919292363
chr2,ITGA6,ENST00000684293,TRUE,0.52,1,9,27620610,0.388504753673293
chr2,ITGA6,ENST00000684293,TRUE,0.52,1,11,21148240,0.14579460312095094
chr2,ITGA6,ENST00000684293,TRUE,0.52,1,0,25451003,0.33398082586628236
chr2,ITGA6,ENST00000684293,TRUE,0.52,1,6,176172529,0.5000376704588262
NA,ITGA9,NM_002207.3,TRUE,0.555,NA,1,19798709,0.10234768026830632
NA,ITGA9,NM_002207.3,TRUE,0.555,NA,15,35598512,0.8901254552812626
NA,ITGA9,NM_002207.3,TRUE,0.555,NA,11,19276289,0.06585544476367529
NA,ITGA9,NM_002207.3,TRUE,0.555,NA,6,176172529,0.5000376704588262
chr3,ITGA9,ENST00000264741,TRUE,0.555,1,1,19798709,0.10234768026830632
chr3,ITGA9,ENST00000264741,TRUE,0.555,1,15,35598512,0.8901254552812626
chr3,ITGA9,ENST00000264741,TRUE,0.555,1,11,19276289,0.06585544476367529
chr3,ITGA9,ENST00000264741,TRUE,0.555,1,6,176172529,0.5000376704588262
NA,ITGAL,NM_002209.3,TRUE,0.595,NA,1,17533912,0.04835103409726104
NA,ITGAL,NM_002209.3,TRUE,0.595,NA,15,32046557,0.4356535815459328
NA,ITGAL,NM_002209.3,TRUE,0.595,NA,11,19877704,0.08788237282406625
chr16,ITGAL,ENST00000356798,TRUE,0.595,2,1,17533912,0.04835103409726104
chr16,ITGAL,ENST00000356798,TRUE,0.595,2,15,32046557,0.4356535815459328
chr16,ITGAL,ENST00000356798,TRUE,0.595,2,11,19877704,0.08788237282406625
NA,ITGB1,NM_002211.4,TRUE,0.396,NA,1,46806777,0.887479038569033
NA,ITGB1,NM_002211.4,TRUE,0.396,NA,15,33075585,0.6084292073770018
NA,ITGB1,NM_002211.4,TRUE,0.396,NA,9,31918585,0.7862081738486233
NA,ITGB1,NM_002211.4,TRUE,0.396,NA,11,52167413,0.955664469607346
NA,ITGB1,NM_002211.4,TRUE,0.396,NA,0,32765236,0.9410990663575411
NA,ITGB1,NM_002211.4,TRUE,0.396,NA,6,176172529,0.5000376704588262
chr10,ITGB1,ENST00000302278,TRUE,0.396,0,1,46806777,0.887479038569033
chr10,ITGB1,ENST00000302278,TRUE,0.396,0,15,33075585,0.6084292073770018
chr10,ITGB1,ENST00000302278,TRUE,0.396,0,9,31918585,0.7862081738486233
chr10,ITGB1,ENST00000302278,TRUE,0.396,0,11,52167413,0.955664469607346
chr10,ITGB1,ENST00000302278,TRUE,0.396,0,0,32765236,0.9410990663575411
chr10,ITGB1,ENST00000302278,TRUE,0.396,0,6,176172529,0.5000376704588262
NA,ITGB5,NM_002213.5,TRUE,0.568,NA,1,50704067,0.9399105645612074
NA,ITGB5,NM_002213.5,TRUE,0.568,NA,15,31303404,0.31768514771347633
NA,ITGB5,NM_002213.5,TRUE,0.568,NA,9,33127465,0.8518952957155205
NA,ITGB5,NM_002213.5,TRUE,0.568,NA,11,39859338,0.7943777815334347
NA,ITGB5,NM_002213.5,TRUE,0.568,NA,0,31659230,0.9041293314117426
NA,ITGB5,NM_002213.5,TRUE,0.568,NA,6,176172529,0.5000376704588262
chr3,ITGB5,ENST00000296181,TRUE,0.568,1,1,50704067,0.9399105645612074
chr3,ITGB5,ENST00000296181,TRUE,0.568,1,15,31303404,0.31768514771347633
chr3,ITGB5,ENST00000296181,TRUE,0.568,1,9,33127465,0.8518952957155205
chr3,ITGB5,ENST00000296181,TRUE,0.568,1,11,39859338,0.7943777815334347
chr3,ITGB5,ENST00000296181,TRUE,0.568,1,0,31659230,0.9041293314117426
chr3,ITGB5,ENST00000296181,TRUE,0.568,1,6,176172529,0.5000376704588262
NA,ITPR1,NM_001378452.1,TRUE,0.325,NA,1,23801391,0.2272219116825042
NA,ITPR1,NM_001378452.1,TRUE,0.325,NA,15,29412783,0.10990345146557208
NA,ITPR1,NM_001378452.1,TRUE,0.325,NA,9,24155428,0.08482528707247808
NA,ITPR1,NM_001378452.1,TRUE,0.325,NA,11,22909047,0.23688806264435808
NA,ITPR1,NM_001378452.1,TRUE,0.325,NA,0,23003976,0.12691897988595777
NA,ITPR1,NM_001378452.1,TRUE,0.325,NA,6,176172529,0.5000376704588262
chr3,ITPR1,ENST00000649015,TRUE,0.325,0,1,23801391,0.2272219116825042
chr3,ITPR1,ENST00000649015,TRUE,0.325,0,15,29412783,0.10990345146557208
chr3,ITPR1,ENST00000649015,TRUE,0.325,0,9,24155428,0.08482528707247808
chr3,ITPR1,ENST00000649015,TRUE,0.325,0,11,22909047,0.23688806264435808
chr3,ITPR1,ENST00000649015,TRUE,0.325,0,0,23003976,0.12691897988595777
chr3,ITPR1,ENST00000649015,TRUE,0.325,0,6,176172529,0.5000376704588262
NA,ITSN1,NM_003024.3,TRUE,0.304,NA,1,34552262,0.6098378982671884
NA,ITSN1,NM_003024.3,TRUE,0.304,NA,15,33816829,0.7157888651211193
NA,ITSN1,NM_003024.3,TRUE,0.304,NA,9,31667005,0.7670700086430423
NA,ITSN1,NM_003024.3,TRUE,0.304,NA,11,24979447,0.33885414906202466
NA,ITSN1,NM_003024.3,TRUE,0.304,NA,0,28783057,0.7007957892098502
NA,ITSN1,NM_003024.3,TRUE,0.304,NA,6,176172529,0.5000376704588262
chr21,ITSN1,ENST00000381318,TRUE,0.304,0,1,34552262,0.6098378982671884
chr21,ITSN1,ENST00000381318,TRUE,0.304,0,15,33816829,0.7157888651211193
chr21,ITSN1,ENST00000381318,TRUE,0.304,0,9,31667005,0.7670700086430423
chr21,ITSN1,ENST00000381318,TRUE,0.304,0,11,24979447,0.33885414906202466
chr21,ITSN1,ENST00000381318,TRUE,0.304,0,0,28783057,0.7007957892098502
chr21,ITSN1,ENST00000381318,TRUE,0.304,0,6,176172529,0.5000376704588262
NA,IVNS1ABP,NM_006469.5,TRUE,0.453,NA,1,56632879,0.9856344326439352
NA,IVNS1ABP,NM_006469.5,TRUE,0.453,NA,15,34372023,0.7806556050182113
NA,IVNS1ABP,NM_006469.5,TRUE,0.453,NA,9,34821393,0.918014569699963
NA,IVNS1ABP,NM_006469.5,TRUE,0.453,NA,11,53005827,0.9615796293166582
NA,IVNS1ABP,NM_006469.5,TRUE,0.453,NA,0,30580289,0.8462936274202645
NA,IVNS1ABP,NM_006469.5,TRUE,0.453,NA,6,176172529,0.5000376704588262
chr1,IVNS1ABP,ENST00000367498,TRUE,0.453,1,1,56632879,0.9856344326439352
chr1,IVNS1ABP,ENST00000367498,TRUE,0.453,1,15,34372023,0.7806556050182113
chr1,IVNS1ABP,ENST00000367498,TRUE,0.453,1,9,34821393,0.918014569699963
chr1,IVNS1ABP,ENST00000367498,TRUE,0.453,1,11,53005827,0.9615796293166582
chr1,IVNS1ABP,ENST00000367498,TRUE,0.453,1,0,30580289,0.8462936274202645
chr1,IVNS1ABP,ENST00000367498,TRUE,0.453,1,6,176172529,0.5000376704588262
NA,IWS1,NM_017969.3,TRUE,0.374,NA,1,20450349,0.12112912241475685
NA,IWS1,NM_017969.3,TRUE,0.374,NA,15,30505858,0.20731918829854887
NA,IWS1,NM_017969.3,TRUE,0.374,NA,9,28041412,0.43258426966292135
NA,IWS1,NM_017969.3,TRUE,0.374,NA,11,26003729,0.38521773421215705
NA,IWS1,NM_017969.3,TRUE,0.374,NA,0,25655612,0.3525910144745911
NA,IWS1,NM_017969.3,TRUE,0.374,NA,6,176172529,0.5000376704588262
chr2,IWS1,ENST00000295321,TRUE,0.374,0,1,20450349,0.12112912241475685
chr2,IWS1,ENST00000295321,TRUE,0.374,0,15,30505858,0.20731918829854887
chr2,IWS1,ENST00000295321,TRUE,0.374,0,9,28041412,0.43258426966292135
chr2,IWS1,ENST00000295321,TRUE,0.374,0,11,26003729,0.38521773421215705
chr2,IWS1,ENST00000295321,TRUE,0.374,0,0,25655612,0.3525910144745911
chr2,IWS1,ENST00000295321,TRUE,0.374,0,6,176172529,0.5000376704588262
NA,JADE1,NM_199320.4,TRUE,0.28,NA,1,47281180,0.894242593627725
NA,JADE1,NM_199320.4,TRUE,0.28,NA,15,33341344,0.647453315603862
NA,JADE1,NM_199320.4,TRUE,0.28,NA,9,24849446,0.12538585010495124
NA,JADE1,NM_199320.4,TRUE,0.28,NA,11,53238708,0.9637766886372598
NA,JADE1,NM_199320.4,TRUE,0.28,NA,0,29086203,0.7302462560310796
NA,JADE1,NM_199320.4,TRUE,0.28,NA,6,176172529,0.5000376704588262
chr4,JADE1,ENST00000226319,TRUE,0.28,0,1,47281180,0.894242593627725
chr4,JADE1,ENST00000226319,TRUE,0.28,0,15,33341344,0.647453315603862
chr4,JADE1,ENST00000226319,TRUE,0.28,0,9,24849446,0.12538585010495124
chr4,JADE1,ENST00000226319,TRUE,0.28,0,11,53238708,0.9637766886372598
chr4,JADE1,ENST00000226319,TRUE,0.28,0,0,29086203,0.7302462560310796
chr4,JADE1,ENST00000226319,TRUE,0.28,0,6,176172529,0.5000376704588262
NA,JADE2,NM_001388185.1,TRUE,0.25,NA,1,40471866,0.7717160424818335
NA,JADE2,NM_001388185.1,TRUE,0.25,NA,15,32448330,0.5034399028733306
NA,JADE2,NM_001388185.1,TRUE,0.25,NA,9,26974940,0.31059390048154095
NA,JADE2,NM_001388185.1,TRUE,0.25,NA,11,32323545,0.619007379865923
NA,JADE2,NM_001388185.1,TRUE,0.25,NA,0,32397513,0.9299454853060968
NA,JADE2,NM_001388185.1,TRUE,0.25,NA,6,176172529,0.5000376704588262
chr5,JADE2,ENST00000681547,TRUE,0.25,0,1,40471866,0.7717160424818335
chr5,JADE2,ENST00000681547,TRUE,0.25,0,15,32448330,0.5034399028733306
chr5,JADE2,ENST00000681547,TRUE,0.25,0,9,26974940,0.31059390048154095
chr5,JADE2,ENST00000681547,TRUE,0.25,0,11,32323545,0.619007379865923
chr5,JADE2,ENST00000681547,TRUE,0.25,0,0,32397513,0.9299454853060968
chr5,JADE2,ENST00000681547,TRUE,0.25,0,6,176172529,0.5000376704588262
NA,JAG1,NM_000214.3,TRUE,0.211,NA,1,23689844,0.22263834544438232
NA,JAG1,NM_000214.3,TRUE,0.211,NA,15,29665482,0.12840376943978724
NA,JAG1,NM_000214.3,TRUE,0.211,NA,9,25260619,0.1498950487714533
NA,JAG1,NM_000214.3,TRUE,0.211,NA,11,28796585,0.4996338234465664
NA,JAG1,NM_000214.3,TRUE,0.211,NA,0,32831351,0.9501221881070242
chr20,JAG1,ENST00000254958,TRUE,0.211,0,1,23689844,0.22263834544438232
chr20,JAG1,ENST00000254958,TRUE,0.211,0,15,29665482,0.12840376943978724
chr20,JAG1,ENST00000254958,TRUE,0.211,0,9,25260619,0.1498950487714533
chr20,JAG1,ENST00000254958,TRUE,0.211,0,11,28796585,0.4996338234465664
chr20,JAG1,ENST00000254958,TRUE,0.211,0,0,32831351,0.9501221881070242
NA,JAG2,NM_002226.5,TRUE,0.495,NA,1,30995051,0.4900503074343209
NA,JAG2,NM_002226.5,TRUE,0.495,NA,15,31952831,0.41897438862230446
NA,JAG2,NM_002226.5,TRUE,0.495,NA,9,31829124,0.7789233238671441
NA,JAG2,NM_002226.5,TRUE,0.495,NA,11,32743426,0.6315700523914146
NA,JAG2,NM_002226.5,TRUE,0.495,NA,0,23118721,0.13146187104455168
NA,JAG2,NM_002226.5,TRUE,0.495,NA,6,176172529,0.5000376704588262
chr14,JAG2,ENST00000331782,TRUE,0.495,1,1,30995051,0.4900503074343209
chr14,JAG2,ENST00000331782,TRUE,0.495,1,15,31952831,0.41897438862230446
chr14,JAG2,ENST00000331782,TRUE,0.495,1,9,31829124,0.7789233238671441
chr14,JAG2,ENST00000331782,TRUE,0.495,1,11,32743426,0.6315700523914146
chr14,JAG2,ENST00000331782,TRUE,0.495,1,0,23118721,0.13146187104455168
chr14,JAG2,ENST00000331782,TRUE,0.495,1,6,176172529,0.5000376704588262
NA,JAK1,NM_002227.4,TRUE,0.168,NA,1,24780448,0.26031302403577417
NA,JAK1,NM_002227.4,TRUE,0.168,NA,15,32100642,0.4451060877608834
NA,JAK1,NM_002227.4,TRUE,0.168,NA,9,26574176,0.2659587603407828
NA,JAK1,NM_002227.4,TRUE,0.168,NA,11,29996373,0.5431806658779788
NA,JAK1,NM_002227.4,TRUE,0.168,NA,0,31986029,0.9174760323328528
NA,JAK1,NM_002227.4,TRUE,0.168,NA,6,176172529,0.5000376704588262
chr1,JAK1,ENST00000342505,TRUE,0.168,0,1,24780448,0.26031302403577417
chr1,JAK1,ENST00000342505,TRUE,0.168,0,15,32100642,0.4451060877608834
chr1,JAK1,ENST00000342505,TRUE,0.168,0,9,26574176,0.2659587603407828
chr1,JAK1,ENST00000342505,TRUE,0.168,0,11,29996373,0.5431806658779788
chr1,JAK1,ENST00000342505,TRUE,0.168,0,0,31986029,0.9174760323328528
chr1,JAK1,ENST00000342505,TRUE,0.168,0,6,176172529,0.5000376704588262
NA,JARID2,NM_004973.4,TRUE,0.202,NA,1,45884288,0.8741755170486305
NA,JARID2,NM_004973.4,TRUE,0.202,NA,15,31624470,0.3654969069780887
NA,JARID2,NM_004973.4,TRUE,0.202,NA,9,31449589,0.7501543400419804
NA,JARID2,NM_004973.4,TRUE,0.202,NA,11,51051658,0.9449608472762098
NA,JARID2,NM_004973.4,TRUE,0.202,NA,0,30530465,0.8424713327902751
NA,JARID2,NM_004973.4,TRUE,0.202,NA,6,176172529,0.5000376704588262
chr6,JARID2,ENST00000341776,TRUE,0.202,0,1,45884288,0.8741755170486305
chr6,JARID2,ENST00000341776,TRUE,0.202,0,15,31624470,0.3654969069780887
chr6,JARID2,ENST00000341776,TRUE,0.202,0,9,31449589,0.7501543400419804
chr6,JARID2,ENST00000341776,TRUE,0.202,0,11,51051658,0.9449608472762098
chr6,JARID2,ENST00000341776,TRUE,0.202,0,0,30530465,0.8424713327902751
chr6,JARID2,ENST00000341776,TRUE,0.202,0,6,176172529,0.5000376704588262
NA,JAZF1,NM_175061.4,TRUE,0.438,NA,1,22613309,0.18814980435997763
NA,JAZF1,NM_175061.4,TRUE,0.438,NA,15,28576219,0.06550268832745562
NA,JAZF1,NM_175061.4,TRUE,0.438,NA,9,23892670,0.07087294727744166
NA,JAZF1,NM_175061.4,TRUE,0.438,NA,11,17336772,0.01901301335136048
NA,JAZF1,NM_175061.4,TRUE,0.438,NA,0,31654417,0.9019988721097814
NA,JAZF1,NM_175061.4,TRUE,0.438,NA,6,176172529,0.5000376704588262
chr7,JAZF1,ENST00000283928,TRUE,0.438,1,1,22613309,0.18814980435997763
chr7,JAZF1,ENST00000283928,TRUE,0.438,1,15,28576219,0.06550268832745562
chr7,JAZF1,ENST00000283928,TRUE,0.438,1,9,23892670,0.07087294727744166
chr7,JAZF1,ENST00000283928,TRUE,0.438,1,11,17336772,0.01901301335136048
chr7,JAZF1,ENST00000283928,TRUE,0.438,1,0,31654417,0.9019988721097814
chr7,JAZF1,ENST00000283928,TRUE,0.438,1,6,176172529,0.5000376704588262
NA,JCAD,NM_020848.4,TRUE,0.496,NA,1,33828166,0.5866405813303521
NA,JCAD,NM_020848.4,TRUE,0.496,NA,15,33475720,0.6673411574261433
NA,JCAD,NM_020848.4,TRUE,0.496,NA,9,32427159,0.8167057661439684
NA,JCAD,NM_020848.4,TRUE,0.496,NA,11,40736904,0.8101515407582671
NA,JCAD,NM_020848.4,TRUE,0.496,NA,0,27411092,0.5610627232282724
NA,JCAD,NM_020848.4,TRUE,0.496,NA,6,176172529,0.5000376704588262
chr10,JCAD,ENST00000375377,TRUE,0.496,1,1,33828166,0.5866405813303521
chr10,JCAD,ENST00000375377,TRUE,0.496,1,15,33475720,0.6673411574261433
chr10,JCAD,ENST00000375377,TRUE,0.496,1,9,32427159,0.8167057661439684
chr10,JCAD,ENST00000375377,TRUE,0.496,1,11,40736904,0.8101515407582671
chr10,JCAD,ENST00000375377,TRUE,0.496,1,0,27411092,0.5610627232282724
chr10,JCAD,ENST00000375377,TRUE,0.496,1,6,176172529,0.5000376704588262
NA,JMJD1C,NM_032776.3,TRUE,0.157,NA,1,33137127,0.5647288988261598
NA,JMJD1C,NM_032776.3,TRUE,0.157,NA,15,32177433,0.457651615887148
