"hyperedge_id","protein_id"
"IL-10","CG073"
"IL-10","CHK1"
"IL-10","CHL1"
"IL-10","CHST2"
"IL-10","CHST6"
"IL-10","CK-BB"
"IL-10","CK-MB"
"IL-10","CK2-A1:B"
"IL-10","CK2-A2:B"
"IL-10","CLC1B"
"IL-10","CLC4K"
"IL-10","CLF-1/CLC Complex"
"IL-10","CLM6"
"IL-10","CNTF"
"IL-10","CNTFR alpha"
"IL-10","CNTN2"
"IL-10","COLEC12"
"IL-10","COMMD7"
"IL-10","COX-2"
"IL-10","CPNE1"
"IL-10","CRIS3"
"IL-10","CRK"
"IL-10","CS084"
"IL-10","CSF-1"
"IL-10","CSK"
"IL-10","CTAP-III"
"IL-10","CTGF"
"IL-10","CTLA-4"
"IL-10","Cadherin E"
"IL-10","Cadherin-6"
"IL-10","Calcineurin"
"IL-10","Calpain I"
"IL-10","Carbonic anhydrase VII"
"IL-10","Carbonic anhydrase XIII"
"IL-10","Caspase-2"
"IL-10","Caspase-3"
"IL-10","Cathepsin B"
"IL-10","Clusterin"
"IL-10","Coagulation Factor IX"
"IL-10","Coagulation Factor IXab"
"IL-10","Coagulation Factor X"
"IL-10","Coagulation Factor Xa"
"IL-10","Contactin-5"
"IL-10","Cyclin B1"
"IL-10","Cyclophilin A"
"IL-10","Cyclophilin F"
"IL-10","Cystatin C"
"IL-10","Cystatin M"
"IL-10","Cytochrome c"
"IL-10","D-dimer"
"IL-10","DAF"
"IL-10","DAN"
"IL-10","DEAD-box protein 19B"
"IL-10","DHH"
"IL-10","DKK1"
"IL-10","DKK3"
"IL-10","DLC8"
"IL-10","DLL1"
"IL-10","DLL4"
"IL-10","DMP1"
"IL-10","DPP2"
"IL-10","DR6"
"IL-10","DRAK2"
"IL-10","DRG-1"
"IL-10","DRR1"
"IL-10","DSC3"
"IL-10","DUS3"
"IL-10","DYRK3"
"IL-10","DcR3"
"IL-10","Dkk-4"
"IL-10","Dynactin subunit 2"
"IL-10","EG-VEGF"
"IL-10","EGFRvIII"
"IL-10","EMR2"
"IL-10","ENA-78"
"IL-10","EP15R"
"IL-10","EPHA3"
"IL-10","EPHAA"
"IL-10","EPHB2"
"IL-10","ER"
"IL-10","ERAB"
"IL-10","ERBB1"
"IL-10","ERBB2"
"IL-10","ERBB3"
"IL-10","ERBB4"
"IL-10","ERK-1"
"IL-10","ESPN"
"IL-10","Endocan"
"IL-10","Enterokinase"
"IL-10","Eotaxin-2"
"IL-10","EphB4"
"IL-10","EphB6"
"IL-10","Ephrin-A4"
"IL-10","Ephrin-A5"
"IL-10","Ephrin-B3"
"IL-10","Epithelial cell kinase"
"IL-10","F229A"
"IL-10","FABPE"
"IL-10","FAK1"
"IL-10","FAM107B"
"IL-10","FCAR"
"IL-10","FCG2A/B"
"IL-10","FCGR1"
"IL-10","FCN1"
"IL-10","FCRL3"
"IL-10","FER"
"IL-10","FGF-10"
"IL-10","FGF-12"
"IL-10","FGF-16"
"IL-10","FGF-17"
"IL-10","FGF-18"
"IL-10","FGF-20"
"IL-10","FGF-5"
"IL-10","FGF-8"
"IL-10","FGF-8B"
"IL-10","FGF-8F"
"IL-10","FGF7"
"IL-10","FGF9"
"IL-10","FGFR-2"
"IL-10","FGFR-3"
"IL-10","FSH"
"IL-10","Factor H"
"IL-10","Fas ligand, soluble"
"IL-10","Ferritin"
"IL-10","Fibrinogen"
"IL-10","Fucosyltransferase 3"
"IL-10","G-CSF"
"IL-10","G-CSF-R"
"IL-10","GA733-1 protein"
"IL-10","GAS1"
"IL-10","GCKR"
"IL-10","GDF-9"
"IL-10","GFAP"
"IL-10","GFRa-1"
"IL-10","GFRa-2"
"IL-10","GHC2"
"IL-10","GIIE"
"IL-10","GITR"
"IL-10","GNT2C"
"IL-10","GP114"
"IL-10","GPC2"
"IL-10","GPVI"
"IL-10","GRB2-related adapter protein 2"
"IL-10","GREM1"
"IL-10","GSK-3 alpha/beta"
"IL-10","GSTA3"
"IL-10","GV"
"IL-10","GX"
"IL-10","Galectin-3"
"IL-10","Galectin-8"
"IL-10","Granzyme B"
"IL-10","Granzyme H"
"IL-10","Gro-a"
"IL-10","Gro-b/g"
"IL-10","Growth hormone receptor"
"IL-10","HCG"
"IL-10","HCK"
"IL-10","HDGR2"
"IL-10","HIV-2 Rev"
"IL-10","HMGR"
"IL-10","HPV E7 Type 16"
"IL-10","HPV E7 Type18"
"IL-10","HSP 40"
"IL-10","HSP 60"
"IL-10","HSP 70"
"IL-10","HSP 90a/b"
"IL-10","HTRA2"
"IL-10","HVEM"
"IL-10","Hemoglobin"
"IL-10","Histone H1.2"
"IL-10","Histone H2A.z"
"IL-10","ICOS"
"IL-10","IDS"
"IL-10","IF4G2"
"IL-10","IFN-aA"
"IL-10","IFN-g"
"IL-10","IFN-g R1"
"IL-10","IFN-lambda 2"
"IL-10","IFNL4"
"IL-10","IGF-I"
"IL-10","IGFBP-3"
"IL-10","IGFBP-6"
"IL-10","IL-1 sR9"
"IL-10","IL-10"
"IL-10","IL-10 Rb"
"IL-10","IL-11"
"IL-10","IL-12"
"IL-10","IL-12 RB2"
"IL-10","IL-12 Rb1"
"IL-10","IL-13"
"IL-10","IL-13 Ra1"
"IL-10","IL-15 Ra"
"IL-10","IL-17"
"IL-10","IL-17 RC"
"IL-10","IL-17 RD"
"IL-10","IL-17B"
"IL-10","IL-17B R"
"IL-10","IL-17D"
"IL-10","IL-17E"
"IL-10","IL-18 Rb"
"IL-10","IL-1Rrp2"
"IL-10","IL-1a"
"IL-10","IL-2 sRg"
"IL-10","IL-20 Ra"
"IL-10","IL-23"
"IL-10","IL-27"
"IL-10","IL-4"
"IL-10","IL-4 sR"
"IL-10","IL-7"
"IL-10","IL-7 Ra"
"IL-10","IL22RA1"
"IL-10","ILT-4"
"IL-10","IMB1"
"IL-10","ING1"
"IL-10","IR"
"IL-10","ISM1"
"IL-10","IgD"
"IL-10","IgE"
"IL-10","IgG"
"IL-10","IgM"
"IL-10","Integrin a1b1"
"IL-10","Integrin aVb5"
"IL-10","JAG1"
"IL-10","JAK2"
"IL-10","JAM-C"
"IL-10","JAML1"
"IL-10","JNK2"
"IL-10","K-ras"
"IL-10","KI2L4"
"IL-10","KI3L2"
"IL-10","KI3S1"
"IL-10","KIAP"
"IL-10","KIF23"
"IL-10","KIRR3"
"IL-10","KPCI"
"IL-10","KPCT"
"IL-10","Kallikrein 11"
"IL-10","Kallikrein 4"
"IL-10","Kallistatin"
"IL-10","LAG-1"
"IL-10","LCMT1"
"IL-10","LDH-H 1"
"IL-10","LGMN"
"IL-10","LIMP II"
"IL-10","LIN7B"
"IL-10","LKHA4"
"IL-10","LRIG3"
"IL-10","LRRT1"
"IL-10","LRRT3"
"IL-10","LSAMP"
"IL-10","LY86"
"IL-10","LY9"
"IL-10","LYN"
"IL-10","LYNB"
"IL-10","Lamin-B1"
"IL-10","Laminin"
"IL-10","Livin B"
"IL-10","Luteinizing hormone"
"IL-10","Lymphotactin"
"IL-10","Lymphotoxin a1/b2"
"IL-10","Lymphotoxin a2/b1"
"IL-10","Lysozyme"
"IL-10","M2-PK"
"IL-10","MAPK14"
"IL-10","MAPK2"
"IL-10","MAPKAPK3"
"IL-10","MASP3"
"IL-10","MATK"
"IL-10","MATN2"
"IL-10","MCP-1"
"IL-10","MCP-2"
"IL-10","MCP-3"
"IL-10","MCP-4"
"IL-10","MDHC"
"IL-10","MED-1"
"IL-10","MEK1"
"IL-10","MEPE"
"IL-10","METAP1"
"IL-10","MFGM"
"IL-10","MIA"
"IL-10","MIP-3a"
"IL-10","MIS"
"IL-10","MK01"
"IL-10","MK11"
"IL-10","MK13"
"IL-10","MMP-16"
"IL-10","MMP-3"
"IL-10","MO2R1"
"IL-10","MOZ"
"IL-10","Macrophage mannose receptor"
"IL-10","Macrophage scavenger receptor"
"IL-10","Mammaglobin 2"
"IL-10","Myokinase, human"
"IL-10","NACA"
"IL-10","NANOG"
"IL-10","NAP-2"
"IL-10","NCC27"
"IL-10","NDP kinase B"
"IL-10","NG36"
"IL-10","NKp30"
"IL-10","NKp46"
"IL-10","NLGNX"
"IL-10","NMT1"
"IL-10","NR1D1"
"IL-10","NRP1"
"IL-10","NRX1B"
"IL-10","NRX3A"
"IL-10","NRX3B"
"IL-10","NSF1C"
"IL-10","Nectin-like protein 1"
"IL-10","Nectin-like protein 2"
"IL-10","Neurotrophin-3"
"IL-10","Neurotrophin-5"
"IL-10","Nogo Receptor"
"IL-10","Notch 1"
"IL-10","NovH"
"IL-10","Nr-CAM"
"IL-10","ON"
"IL-10","OX40 Ligand"
"IL-10","Olfactomedin-4"
"IL-10","P-Selectin"
"IL-10","PA2G4"
"IL-10","PACA"
"IL-10","PACAP-38"
"IL-10","PAFAH beta subunit"
"IL-10","PAK6"
"IL-10","PAK7"
"IL-10","PAL4D"
"IL-10","PBP"
"IL-10","PCNA"
"IL-10","PDE11"
"IL-10","PDE4D"
"IL-10","PDE5A"
"IL-10","PDE7A"
"IL-10","PDE9A"
"IL-10","PDGF-AA"
"IL-10","PDGF-BB"
"IL-10","PDGF-CC"
"IL-10","PDPK1"
"IL-10","PESC"
"IL-10","PF-4"
"IL-10","PHI"
"IL-10","PIK3CA/PIK3R1"
"IL-10","PIM1"
"IL-10","PKB a/b/g"
"IL-10","PKC-A"
"IL-10","PKC-B-II"
"IL-10","PKC-D"
"IL-10","PKC-G"
"IL-10","PLK-1"
"IL-10","PLPP"
"IL-10","PPAC"
"IL-10","PPIB"
"IL-10","PPID"
"IL-10","PPIE"
"IL-10","PSA2"
"IL-10","PSD7"
"IL-10","PSME3"
"IL-10","PTK6"
"IL-10","Parathyroid Hormone1-34"
"IL-10","Peroxiredoxin-6"
"IL-10","Persephin"
"IL-10","Plasmin"
"IL-10","Plasminogen"
"IL-10","Prolactin Receptor"
"IL-10","Properdin"
"IL-10","Protein C"
"IL-10","Protein disulfide isomerase A3"
"IL-10","Protein disulfide-isomerase"
"IL-10","Prothrombin"
"IL-10","RAC1"
"IL-10","RAN"
"IL-10","RANK"
"IL-10","RANTES"
"IL-10","RELT"
"IL-10","RGM-C"
"IL-10","RGMA"
"IL-10","RGMB"
"IL-10","ROBO3"
"IL-10","ROR1"
"IL-10","RPS6KA3"
"IL-10","RSK-like protein kinase"
"IL-10","RTN4"
"IL-10","RUXF"
"IL-10","Rab GDP dissociation inhibitor beta"
"IL-10","SBDS"
"IL-10","SE6L2"
"IL-10","SET"
"IL-10","SGTA"
"IL-10","SHC1"
"IL-10","SLAF5"
"IL-10","SLAF6"
"IL-10","SLPI"
"IL-10","SNAA"
"IL-10","SPTA2"
"IL-10","SRCN1"
"IL-10","SREC-II"
"IL-10","SSRP1"
"IL-10","STX1a"
"IL-10","Secretin"
"IL-10","Semaphorin 3A"
"IL-10","Semaphorin 3E"
"IL-10","Sialoadhesin"
"IL-10","Siglec-3"
"IL-10","Siglec-7"
"IL-10","Siglec-9"
"IL-10","Sorting nexin 4"
"IL-10","Sphingosine kinase 1"
"IL-10","Spondin-1"
"IL-10","Stress-induced-phosphoprotein 1"
"IL-10","TAFI"
"IL-10","TAJ"
"IL-10","TAK1-TAB1"
"IL-10","TBP"
"IL-10","TCP2L"
"IL-10","TCPTP"
"IL-10","TCTP"
"IL-10","TF"
"IL-10","TGF-b R III"
"IL-10","TGF-b2"
"IL-10","TGF-b3"
"IL-10","TIG2"
"IL-10","TIMP-2"
"IL-10","TLR2"
"IL-10","TLR4:MD-2 complex"
"IL-10","TNF sR-I"
"IL-10","TNF sR-II"
"IL-10","TNF-a"
"IL-10","TNFSF15"
"IL-10","TNR4"
"IL-10","TPSG1"
"IL-10","TRAIL R1"
"IL-10","TRY3"
"IL-10","TS"
"IL-10","TSH"
"IL-10","TYK2"
"IL-10","Thrombospondin-1"
"IL-10","Thymidine kinase"
"IL-10","Thyroxine-Binding Globulin"
"IL-10","Topoisomerase I"
"IL-10","Transferrin"
"IL-10","Transketolase"
"IL-10","Triosephosphate isomerase"
"IL-10","TrkB"
"IL-10","TrkC"
"IL-10","Trypsin"
"IL-10","UB2L3"
"IL-10","UBC9"
"IL-10","UFC1"
"IL-10","UFM1"
"IL-10","ULBP-2"
"IL-10","UNC5H3"
"IL-10","UNC5H4"
"IL-10","Ubiquitin+1"
"IL-10","VEGF"
"IL-10","VEGF sR2"
"IL-10","VWC2L"
"IL-10","WFKN1"
"IL-10","WFKN2"
"IL-10","WISP-1"
"IL-10","WNT7A"
"IL-10","XEDAR"
"IL-10","XPNPEP1"
"IL-10","a1-Antichymotrypsin"
"IL-10","a1-Antitrypsin"
"IL-10","alpha-1-antichymotrypsin complex"
"IL-10","amyloid precursor protein"
"IL-10","annexin VI"
"IL-10","b-ECGF"
"IL-10","b-Endorphin"
"IL-10","b-NGF"
"IL-10","bFGF-R"
"IL-10","cIAP-2"
"IL-10","calreticulin"
"IL-10","carbonic anhydrase II"
"IL-10","complement factor H-related 5"
"IL-10","discoidin domain receptor 1"
"IL-10","dopa decarboxylase"
"IL-10","eIF-5A-1"
"IL-10","gpIIbIIIa"
"IL-10","hnRNP K"
"IL-10","kallikrein 13"
"IL-10","kallikrein 14"
"IL-10","kallikrein 5"
"IL-10","p60-Src"
"IL-10","pTEN"
"IL-10","paraoxonase 1"
"IL-10","prostatic binding protein"
"IL-10","sCD4"
"IL-10","sICAM-1"
"IL-10","sTie-1"
"IL-10","sTie-2"
"IL-10","transcription factor MLR1, isoform CRA_b"
"IL-10","uPA"
"IL-10 Rb","14-3-3"
"IL-10 Rb","17-beta-HSD 1"
"IL-10 Rb","4-1BB ligand"
"IL-10 Rb","40S ribosomal protein SA"
"IL-10 Rb","ABL1"
"IL-10 Rb","ABL2"
"IL-10 Rb","ADAMTS-4"
"IL-10 Rb","ADAMTS-5"
"IL-10 Rb","AGR2"
"IL-10 Rb","AK1A1"
"IL-10 Rb","ALCAM"
"IL-10 Rb","ALK-1"
"IL-10 Rb","ALT"
"IL-10 Rb","AMHR2"
"IL-10 Rb","AMPK a1b1g1"
"IL-10 Rb","AMPK a2b2g1"
"IL-10 Rb","ANGL3"
"IL-10 Rb","AREG"
"IL-10 Rb","ARGI1"
"IL-10 Rb","ARI3A"
"IL-10 Rb","ARSB"
"IL-10 Rb","ASGR1"
"IL-10 Rb","ATP synthase beta chain"
"IL-10 Rb","AURKB"
"IL-10 Rb","Activated Protein C"
"IL-10 Rb","Activin AB"
"IL-10 Rb","Activin RIB"
"IL-10 Rb","Afamin"
"IL-10 Rb","Alkaline phosphatase, bone"
"IL-10 Rb","Angiopoietin-1"
"IL-10 Rb","Angiopoietin-4"
"IL-10 Rb","Angiotensinogen"
"IL-10 Rb","Antithrombin III"
"IL-10 Rb","Artemin"
"IL-10 Rb","Aurora kinase A"
"IL-10 Rb","Azurocidin"
"IL-10 Rb","B7"
"IL-10 Rb","B7-2"
"IL-10 Rb","BAFF"
"IL-10 Rb","BARK1"
"IL-10 Rb","BASI"
"IL-10 Rb","BCAR3"
"IL-10 Rb","BCL2-like 1 protein"
"IL-10 Rb","BDNF"
"IL-10 Rb","BMP RII"
"IL-10 Rb","BMP10"
"IL-10 Rb","BMPER"
"IL-10 Rb","BNP-32"
"IL-10 Rb","BRF-1"
"IL-10 Rb","BTK"
"IL-10 Rb","Bone proteoglycan II"
"IL-10 Rb","C1QBP"
"IL-10 Rb","C1q"
"IL-10 Rb","C2"
"IL-10 Rb","C34 gp41 HIV Fragment"
"IL-10 Rb","C4"
"IL-10 Rb","C4b"
"IL-10 Rb","C5"
"IL-10 Rb","C5b, 6 Complex"
"IL-10 Rb","C6"
"IL-10 Rb","C8"
"IL-10 Rb","C9"
"IL-10 Rb","CAD15"
"IL-10 Rb","CAMK1D"
"IL-10 Rb","CATC"
"IL-10 Rb","CATZ"
"IL-10 Rb","CBPE"
"IL-10 Rb","CBX5"
"IL-10 Rb","CCL28"
"IL-10 Rb","CD22"
"IL-10 Rb","CD226"
"IL-10 Rb","CD23"
"IL-10 Rb","CD30"
"IL-10 Rb","CD30 Ligand"
"IL-10 Rb","CD40 ligand, soluble"
"IL-10 Rb","CD70"
"IL-10 Rb","CD97"
"IL-10 Rb","CDC37"
"IL-10 Rb","CDK1/cyclin B"
"IL-10 Rb","CDK2/cyclin A"
"IL-10 Rb","CDK5/p35"
"IL-10 Rb","CDK8/cyclin C"
"IL-10 Rb","CHK1"
"IL-10 Rb","CHST2"
"IL-10 Rb","CHST6"
"IL-10 Rb","CK-MB"
"IL-10 Rb","CK2-A1:B"
"IL-10 Rb","CK2-A2:B"
"IL-10 Rb","CLC1B"
"IL-10 Rb","CLC4K"
"IL-10 Rb","CLF-1/CLC Complex"
"IL-10 Rb","CLM6"
"IL-10 Rb","CNTF"
"IL-10 Rb","COLEC12"
"IL-10 Rb","COX-2"
"IL-10 Rb","CRDL1"
"IL-10 Rb","CRIS3"
"IL-10 Rb","CRK"
"IL-10 Rb","CS084"
"IL-10 Rb","CSF-1"
"IL-10 Rb","CSK"
"IL-10 Rb","CTGF"
"IL-10 Rb","Cadherin-2"
"IL-10 Rb","Cadherin-6"
"IL-10 Rb","Calcineurin"
"IL-10 Rb","Calcineurin B a"
"IL-10 Rb","Calpain I"
"IL-10 Rb","Carbonic Anhydrase IV"
"IL-10 Rb","Carbonic Anhydrase X"
"IL-10 Rb","Carbonic anhydrase XIII"
"IL-10 Rb","Cardiotrophin-1"
"IL-10 Rb","Caspase-3"
"IL-10 Rb","Cathepsin G"
"IL-10 Rb","Chymase"
"IL-10 Rb","Coagulation Factor IX"
"IL-10 Rb","Coagulation Factor IXab"
"IL-10 Rb","Coagulation Factor XI"
"IL-10 Rb","Coagulation Factor Xa"
"IL-10 Rb","Contactin-4"
"IL-10 Rb","Cyclin B1"
"IL-10 Rb","Cyclophilin A"
"IL-10 Rb","Cyclophilin F"
"IL-10 Rb","Cytochrome P450 3A4"
"IL-10 Rb","D-dimer"
"IL-10 Rb","DBNL"
"IL-10 Rb","DC-SIGNR"
"IL-10 Rb","DEAD-box protein 19B"
"IL-10 Rb","DHH"
"IL-10 Rb","DKK1"
"IL-10 Rb","DLL1"
"IL-10 Rb","DLL4"
"IL-10 Rb","DMP1"
"IL-10 Rb","DR6"
"IL-10 Rb","DRAK2"
"IL-10 Rb","DRG-1"
"IL-10 Rb","DRR1"
"IL-10 Rb","DUS3"
"IL-10 Rb","DYRK3"
"IL-10 Rb","Desmoglein-1"
"IL-10 Rb","Discoidin domain receptor 2"
"IL-10 Rb","Dkk-4"
"IL-10 Rb","Dtk"
"IL-10 Rb","ECM1"
"IL-10 Rb","EDA"
"IL-10 Rb","EDAR"
"IL-10 Rb","EF-1-beta"
"IL-10 Rb","EG-VEGF"
"IL-10 Rb","EGFRvIII"
"IL-10 Rb","EMR2"
"IL-10 Rb","ENA-78"
"IL-10 Rb","ENTP3"
"IL-10 Rb","ENTP5"
"IL-10 Rb","EP15R"
"IL-10 Rb","ER"
"IL-10 Rb","ERBB2"
"IL-10 Rb","ERBB4"
"IL-10 Rb","ES1"
"IL-10 Rb","Endothelin-converting enzyme 1"
"IL-10 Rb","Enterokinase"
"IL-10 Rb","Eotaxin-2"
"IL-10 Rb","EphA1"
"IL-10 Rb","Ephrin-A4"
"IL-10 Rb","Epithelial cell kinase"
"IL-10 Rb","F229A"
"IL-10 Rb","FAM107B"
"IL-10 Rb","FCAR"
"IL-10 Rb","FCG2A/B"
"IL-10 Rb","FCRL3"
"IL-10 Rb","FER"
"IL-10 Rb","FGF-12"
"IL-10 Rb","FGF-16"
"IL-10 Rb","FGF-17"
"IL-10 Rb","FGF-18"
"IL-10 Rb","FGF-5"
"IL-10 Rb","FGF-6"
"IL-10 Rb","FGF-8A"
"IL-10 Rb","FGF-8B"
"IL-10 Rb","FGF-8F"
"IL-10 Rb","FGF7"
"IL-10 Rb","FGFR-2"
"IL-10 Rb","FGFR-3"
"IL-10 Rb","FSH"
"IL-10 Rb","FST"
"IL-10 Rb","FYN"
"IL-10 Rb","Factor B"
"IL-10 Rb","Factor D"
"IL-10 Rb","Factor H"
"IL-10 Rb","Factor I"
"IL-10 Rb","Ferritin"
"IL-10 Rb","Fibrinogen"
"IL-10 Rb","Flt-3"
"IL-10 Rb","Flt3 ligand"
"IL-10 Rb","Fractalkine/CX3CL-1"
"IL-10 Rb","Fucosyltransferase 3"
"IL-10 Rb","G-CSF"
"IL-10 Rb","G-CSF-R"
"IL-10 Rb","GCKR"
"IL-10 Rb","GFAP"
"IL-10 Rb","GFRa-2"
"IL-10 Rb","GFRa-3"
"IL-10 Rb","GHC2"
"IL-10 Rb","GIIE"
"IL-10 Rb","GITR"
"IL-10 Rb","GP114"
"IL-10 Rb","GPVI"
"IL-10 Rb","GRB2-related adapter protein 2"
"IL-10 Rb","GSK-3 alpha/beta"
"IL-10 Rb","GX"
"IL-10 Rb","Glutamate carboxypeptidase"
"IL-10 Rb","Glutathione S-transferase Pi"
"IL-10 Rb","Granzyme B"
"IL-10 Rb","Granzyme H"
"IL-10 Rb","Gro-b/g"
"IL-10 Rb","Growth hormone receptor"
"IL-10 Rb","HCG"
"IL-10 Rb","HDAC8"
"IL-10 Rb","HDGR2"
"IL-10 Rb","HINT1"
"IL-10 Rb","HIPK3"
"IL-10 Rb","HIV-2 Rev"
"IL-10 Rb","HMG-1"
"IL-10 Rb","HNRPQ"
"IL-10 Rb","HPV E7 Type 16"
"IL-10 Rb","HPV E7 Type18"
"IL-10 Rb","HSP 90a/b"
"IL-10 Rb","HTRA2"
"IL-10 Rb","HVEM"
"IL-10 Rb","Hemoglobin"
"IL-10 Rb","Heparin cofactor II"
"IL-10 Rb","Histone H1.2"
"IL-10 Rb","Histone H2A.z"
"IL-10 Rb","I-309"
"IL-10 Rb","ICOS"
"IL-10 Rb","IDE"
"IL-10 Rb","IF4G2"
"IL-10 Rb","IFN-aA"
"IL-10 Rb","IFN-g"
"IL-10 Rb","IFN-lambda 1"
"IL-10 Rb","IFNL4"
"IL-10 Rb","IGF-II receptor"
"IL-10 Rb","IGFBP-4"
"IL-10 Rb","IGFBP-6"
"IL-10 Rb","IL-1 R AcP"
"IL-10 Rb","IL-1 sR9"
"IL-10 Rb","IL-10"
"IL-10 Rb","IL-10 Rb"
"IL-10 Rb","IL-12"
"IL-10 Rb","IL-12 Rb1"
"IL-10 Rb","IL-13"
"IL-10 Rb","IL-15 Ra"
"IL-10 Rb","IL-17"
"IL-10 Rb","IL-17 RD"
"IL-10 Rb","IL-17B"
"IL-10 Rb","IL-17B R"
"IL-10 Rb","IL-17D"
"IL-10 Rb","IL-17F"
"IL-10 Rb","IL-18 BPa"
"IL-10 Rb","IL-18 Ra"
"IL-10 Rb","IL-18 Rb"
"IL-10 Rb","IL-1F7"
"IL-10 Rb","IL-1Rrp2"
"IL-10 Rb","IL-2 sRg"
"IL-10 Rb","IL-23"
"IL-10 Rb","IL-27"
"IL-10 Rb","IL-34"
"IL-10 Rb","IL-4"
"IL-10 Rb","IL-5"
"IL-10 Rb","IL-7 Ra"
"IL-10 Rb","IL-8"
"IL-10 Rb","IL22RA1"
"IL-10 Rb","ILT-4"
"IL-10 Rb","IMB1"
"IL-10 Rb","ING1"
"IL-10 Rb","IgD"
"IL-10 Rb","IgE"
"IL-10 Rb","IgG"
"IL-10 Rb","IgM"
"IL-10 Rb","Integrin a1b1"
"IL-10 Rb","Integrin aVb5"
"IL-10 Rb","JAG1"
"IL-10 Rb","JAG2"
"IL-10 Rb","JAK2"
"IL-10 Rb","JAM-B"
"IL-10 Rb","JAM-C"
"IL-10 Rb","JAML1"
"IL-10 Rb","KI2L4"
"IL-10 Rb","KIF23"
"IL-10 Rb","KIRR3"
"IL-10 Rb","KLRF1"
"IL-10 Rb","KPCI"
"IL-10 Rb","KREM2"
"IL-10 Rb","KYNU"
"IL-10 Rb","Kallikrein 11"
"IL-10 Rb","Kallikrein 6"
"IL-10 Rb","Kininogen, HMW"
"IL-10 Rb","LBP"
"IL-10 Rb","LCMT1"
"IL-10 Rb","LD78-beta"
"IL-10 Rb","LIGHT"
"IL-10 Rb","LIN7B"
"IL-10 Rb","LKHA4"
"IL-10 Rb","LRRT1"
"IL-10 Rb","LYN"
"IL-10 Rb","LYNB"
"IL-10 Rb","Lamin-B1"
"IL-10 Rb","Laminin"
"IL-10 Rb","Layilin"
"IL-10 Rb","Luteinizing hormone"
"IL-10 Rb","Lymphotactin"
"IL-10 Rb","Lymphotoxin a1/b2"
"IL-10 Rb","Lymphotoxin a2/b1"
"IL-10 Rb","Lymphotoxin b R"
"IL-10 Rb","M2-PK"
"IL-10 Rb","MAPK14"
"IL-10 Rb","MASP3"
"IL-10 Rb","MATN3"
"IL-10 Rb","MCP-2"
"IL-10 Rb","MDHC"
"IL-10 Rb","MICB"
"IL-10 Rb","MIF"
"IL-10 Rb","MIS"
"IL-10 Rb","MMEL2"
"IL-10 Rb","MMP-10"
"IL-10 Rb","MMP-17"
"IL-10 Rb","MO2R1"
"IL-10 Rb","MOZ"
"IL-10 Rb","MRCKB"
"IL-10 Rb","MSP R"
"IL-10 Rb","Marapsin"
"IL-10 Rb","Mesothelin"
"IL-10 Rb","Midkine"
"IL-10 Rb","Mn SOD"
"IL-10 Rb","Myoglobin"
"IL-10 Rb","NACA"
"IL-10 Rb","NANOG"
"IL-10 Rb","NAP-2"
"IL-10 Rb","NCC27"
"IL-10 Rb","NDP kinase B"
"IL-10 Rb","NKp30"
"IL-10 Rb","NRP1"
"IL-10 Rb","NSF1C"
"IL-10 Rb","NXPH1"
"IL-10 Rb","Nectin-like protein 1"
"IL-10 Rb","NovH"
"IL-10 Rb","Nucleoside diphosphate kinase A"
"IL-10 Rb","OBCAM"
"IL-10 Rb","ON"
"IL-10 Rb","OSM"
"IL-10 Rb","OX2G"
"IL-10 Rb","OX40 Ligand"
"IL-10 Rb","Olfactomedin-4"
"IL-10 Rb","Oxidized PARK7"
"IL-10 Rb","P-Cadherin"
"IL-10 Rb","P-Selectin"
"IL-10 Rb","PA2G4"
"IL-10 Rb","PAFAH beta subunit"
"IL-10 Rb","PAK3"
"IL-10 Rb","PAK7"
"IL-10 Rb","PAL4D"
"IL-10 Rb","PARK7"
"IL-10 Rb","PBP"
"IL-10 Rb","PCSK7"
"IL-10 Rb","PDE7A"
"IL-10 Rb","PDE9A"
"IL-10 Rb","PDGF-AA"
"IL-10 Rb","PDGF-BB"
"IL-10 Rb","PDPK1"
"IL-10 Rb","PECAM-1"
"IL-10 Rb","PF-4"
"IL-10 Rb","PHI"
"IL-10 Rb","PIK3CA/PIK3R1"
"IL-10 Rb","PIM1"
"IL-10 Rb","PK3CG"
"IL-10 Rb","PKB a/b/g"
"IL-10 Rb","PKC-A"
"IL-10 Rb","PKC-B-II"
"IL-10 Rb","PLCG1"
"IL-10 Rb","PLPP"
"IL-10 Rb","PPIB"
"IL-10 Rb","PPIE"
"IL-10 Rb","PRKACA"
"IL-10 Rb","PSA1"
"IL-10 Rb","PSA2"
"IL-10 Rb","PSA6"
"IL-10 Rb","PTHrP"
"IL-10 Rb","PTP-1C"
"IL-10 Rb","Peroxiredoxin-5"
"IL-10 Rb","Persephin"
"IL-10 Rb","Plasmin"
"IL-10 Rb","Plasminogen"
"IL-10 Rb","Prekallikrein"
"IL-10 Rb","Prolactin Receptor"
"IL-10 Rb","Properdin"
"IL-10 Rb","Protein S"
"IL-10 Rb","Protein disulfide isomerase A3"
"IL-10 Rb","Protein disulfide-isomerase"
"IL-10 Rb","RAD51"
"IL-10 Rb","RANK"
"IL-10 Rb","RANTES"
"IL-10 Rb","RASA1"
"IL-10 Rb","RGM-C"
"IL-10 Rb","RPS6KA3"
"IL-10 Rb","RSK-like protein kinase"
"IL-10 Rb","RSPO2"
"IL-10 Rb","RTN4"
